,Genome,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Mean.Completeness,Lifestyle,taxa_elm
4016,MARD_SAMN02440520_SAGS_MMP02440520,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,94.66,incomplete,Archaea-Nitrosopumilaceae
4017,MARD_SAMN02440765_SAGS_MMP02440765,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,77.26,incomplete,Archaea-Nitrosopumilaceae
4018,MARD_SAMN02440876_REFG_MMP02440876,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.43,assimilator,Gamma-Alteromonadaceae
4019,MARD_SAMN02440972_SAGS_MMP02440972,0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,94.14,incomplete,Gamma-Other
4020,MARD_SAMN02440974_SAGS_MMP02440974,0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,93.43,incomplete,Gamma-Other
4021,MARD_SAMN02441069_SAGS_MMP02441069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,auxotroph,Marinisomatota
4022,MARD_SAMN02441242_SAGS_MMP02441242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.52,auxotroph,Alpha-Other
4023,MARD_SAMN02441296_SAGS_MMP02441296,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,92.69,incomplete,Archaea-Nitrosopumilaceae
4024,MARD_SAMN02441415_REFG_MMP02441415,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,99.51,incomplete,Bacteria-Other
4025,MARD_SAMN02441633_SAGS_MMP02441633,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,76.6,incomplete,Verrucomicrobiota
4026,MARD_SAMN02441634_SAGS_MMP02441634,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,79.38,incomplete,Alpha-Rhodobacter-LowGC
4027,MARD_SAMN02441636_SAGS_MMP02441636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.16,auxotroph,Bacteroidota
4028,MARD_SAMN02441642_SAGS_MMP02441642,1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,77.56,incomplete,Gamma-Other
4029,MARD_SAMN02441643_SAGS_MMP02441643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.46,auxotroph,Gamma-SAR86
4030,MARD_SAMN02441647_SAGS_MMP02441647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.18,auxotroph,Gamma-SAR86
4031,MARD_SAMN02441741_SAGS_MMP02441741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.84,auxotroph,Marinisomatota
4032,MARD_SAMN02441806_REFG_MMP02441806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.39,auxotroph,Bacteria-Other
4033,MARD_SAMN02469589_REFG_MMP02469589,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,94.36,incomplete,Archaea-Nitrosopumilaceae
4034,MARD_SAMN02469595_REFG_MMP02469595,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,98.66,incomplete,Bacteria-Other
4035,MARD_SAMN02469978_REFG_MMP02469978,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.28,assimilator,Bacteroidota
4036,MARD_SAMN02469995_REFG_MMP02469995,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,99.48,incomplete,Bacteroidota
4037,MARD_SAMN02470129_REFG_MMP02470129,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,94.79,incomplete,Archaea-Other
4038,MARD_SAMN02470140_REFG_MMP02470140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.48,auxotroph,Bacteroidota
4039,MARD_SAMN02470171_REFG_MMP02470171,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,100,assimilator,Gamma-Alteromonadaceae
4040,MARD_SAMN02470761_REFG_MMP02470761,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,96.86,assimilator,Gamma-Alteromonadaceae
4041,MARD_SAMN02470762_REFG_MMP02470762,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,99.5,assimilator,Gamma-Alteromonadaceae
4042,MARD_SAMN02470816_REFG_MMP02470816,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,100,incomplete,Gamma-Other
4043,MARD_SAMN02470884_REFG_MMP02470884,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,97.07,incomplete,Archaea-Halobacteria
4044,MARD_SAMN02470933_REFG_MMP02470933,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,1,0.75,1,0.333333333333333,0.666666666666667,1,99.51,assimilator,Firmicutes
4045,MARD_SAMN02471010_REFG_MMP02471010,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,96.87,incomplete,Archaea-Nitrosopumilaceae
4046,MARD_SAMN02471619_REFG_MMP02471619,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98.36,incomplete,Archaea-Halobacteria
4047,MARD_SAMN02471635_REFG_MMP02471635,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98.3,incomplete,Archaea-Halobacteria
4048,MARD_SAMN02471641_REFG_MMP02471641,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98.24,incomplete,Archaea-Halobacteria
4049,MARD_SAMN02471642_REFG_MMP02471642,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,97.83,incomplete,Archaea-Halobacteria
4050,MARD_SAMN02471645_REFG_MMP02471645,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,99.15,incomplete,Archaea-Halobacteria
4051,MARD_SAMN02471646_REFG_MMP02471646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,auxotroph,Archaea-Halobacteria
4052,MARD_SAMN02471653_REFG_MMP02471653,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,99.24,incomplete,Archaea-Halobacteria
4053,MARD_SAMN02471661_REFG_MMP02471661,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98,incomplete,Archaea-Halobacteria
4054,MARD_SAMN02471675_REFG_MMP02471675,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,97.35,incomplete,Archaea-Halobacteria
4055,MARD_SAMN02471676_REFG_MMP02471676,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98.48,incomplete,Archaea-Halobacteria
4056,MARD_SAMN02471677_REFG_MMP02471677,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,98.1,incomplete,Archaea-Halobacteria
4057,MARD_SAMN02472187_REFG_MMP02472187,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,93.68,incomplete,Archaea-Halobacteria
4058,MARD_SAMN02597172_SAGS_MMP02597172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.98,auxotroph,Alpha-Pelagibacter
4059,MARD_SAMN02603919_REFG_MMP02603919,1,1,0,1,0,1,0,1,0,1,0.75,0.75,0.5,0.5,0.25,0.333333333333333,0,1,99,assimilator,Bacteroidota
4060,MARD_SAMN02603920_REFG_MMP02603920,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,99.08,incomplete,Bacteroidota
4061,MARD_SAMN02643415_REFG_MMP02643415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2,auxotroph,Bacteria-Other
4062,MARD_SAMN02643424_REFG_MMP02643424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,auxotroph,Bacteria-Other
4063,MARD_SAMN02671311_SAGS_MMP02671311,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,75.5,assimilator,Cyano-Pro
4064,MARD_SAMN02671321_SAGS_MMP02671321,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,91.9,assimilator,Cyano-Pro
4065,MARD_SAMN02671322_SAGS_MMP02671322,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,86.88,assimilator,Cyano-Pro
4066,MARD_SAMN02671323_SAGS_MMP02671323,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,88.84,incomplete,Cyano-Pro
4067,MARD_SAMN02671325_SAGS_MMP02671325,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,88.04,assimilator,Cyano-Pro
4068,MARD_SAMN02671326_SAGS_MMP02671326,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,87.9,incomplete,Cyano-Pro
4069,MARD_SAMN02671327_SAGS_MMP02671327,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,89.52,assimilator,Cyano-Pro
4070,MARD_SAMN02671328_SAGS_MMP02671328,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,75.78,assimilator,Cyano-Pro
4071,MARD_SAMN02671329_SAGS_MMP02671329,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,80.48,assimilator,Cyano-Pro
4072,MARD_SAMN02671330_SAGS_MMP02671330,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,93.27,incomplete,Cyano-Pro
4073,MARD_SAMN02671332_SAGS_MMP02671332,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,89.34,assimilator,Cyano-Pro
4074,MARD_SAMN02671333_SAGS_MMP02671333,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,90.04,assimilator,Cyano-Pro
4075,MARD_SAMN02671334_SAGS_MMP02671334,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,96.39,incomplete,Cyano-Pro
4076,MARD_SAMN02671335_SAGS_MMP02671335,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,91.83,assimilator,Cyano-Pro
4077,MARD_SAMN02671336_SAGS_MMP02671336,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,85.53,assimilator,Cyano-Pro
4078,MARD_SAMN02671337_SAGS_MMP02671337,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,94.4,incomplete,Cyano-Pro
4079,MARD_SAMN02671339_SAGS_MMP02671339,1,0,1,1,1,1,0,0,0,0.75,0.75,0.5,0.75,0.5,0.75,0.333333333333333,0.333333333333333,0.75,86.02,incomplete,Cyano-Pro
4080,MARD_SAMN02671340_SAGS_MMP02671340,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,85.99,assimilator,Cyano-Pro
4081,MARD_SAMN02671341_SAGS_MMP02671341,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,88.82,incomplete,Cyano-Pro
4082,MARD_SAMN02671343_SAGS_MMP02671343,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,96.3,assimilator,Cyano-Pro
4083,MARD_SAMN02671344_SAGS_MMP02671344,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,97.79,assimilator,Cyano-Pro
4084,MARD_SAMN02671345_SAGS_MMP02671345,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,86.32,incomplete,Cyano-Pro
4085,MARD_SAMN02671349_SAGS_MMP02671349,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,92.98,assimilator,Cyano-Pro
4086,MARD_SAMN02671351_SAGS_MMP02671351,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,87.62,assimilator,Cyano-Pro
4087,MARD_SAMN02671353_SAGS_MMP02671353,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,92.5,assimilator,Cyano-Pro
4088,MARD_SAMN02671356_SAGS_MMP02671356,1,0,0,1,1,0,0,1,1,0.75,0.75,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.75,87.4,incomplete,Cyano-Pro
4089,MARD_SAMN02671358_SAGS_MMP02671358,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,93.88,assimilator,Cyano-Pro
4090,MARD_SAMN02671359_SAGS_MMP02671359,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,92.4,assimilator,Cyano-Pro
4091,MARD_SAMN02671361_SAGS_MMP02671361,1,0,0,1,1,0,0,1,1,0.75,0.75,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.75,89.39,incomplete,Cyano-Pro
4092,MARD_SAMN02671362_SAGS_MMP02671362,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,87.22,incomplete,Cyano-Pro
4093,MARD_SAMN02671364_SAGS_MMP02671364,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,94.79,assimilator,Cyano-Pro
4094,MARD_SAMN02671366_SAGS_MMP02671366,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.75,0.25,0.5,0,0.333333333333333,0.75,78.23,incomplete,Cyano-Pro
4095,MARD_SAMN02671368_SAGS_MMP02671368,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,87.72,assimilator,Cyano-Pro
4096,MARD_SAMN02671370_SAGS_MMP02671370,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,93.57,assimilator,Cyano-Pro
4097,MARD_SAMN02671371_SAGS_MMP02671371,1,0,1,1,1,1,0,0,0,0.75,0.75,0.5,0.75,0.5,0.75,0.333333333333333,0.333333333333333,0.75,86.04,incomplete,Cyano-Pro
4098,MARD_SAMN02671372_SAGS_MMP02671372,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,94.38,assimilator,Cyano-Pro
4099,MARD_SAMN02671373_SAGS_MMP02671373,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,85.94,assimilator,Cyano-Pro
4100,MARD_SAMN02671375_SAGS_MMP02671375,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,88.1,assimilator,Cyano-Pro
4101,MARD_SAMN02671376_SAGS_MMP02671376,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,90.19,assimilator,Cyano-Pro
4102,MARD_SAMN02671377_SAGS_MMP02671377,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,83.62,assimilator,Cyano-Pro
4103,MARD_SAMN02671378_SAGS_MMP02671378,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,83.89,incomplete,Cyano-Pro
4104,MARD_SAMN02671379_SAGS_MMP02671379,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,86.02,assimilator,Cyano-Pro
4105,MARD_SAMN02671382_SAGS_MMP02671382,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,85.4,assimilator,Cyano-Pro
4106,MARD_SAMN02671383_SAGS_MMP02671383,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,89.27,incomplete,Cyano-Pro
4107,MARD_SAMN02671384_SAGS_MMP02671384,1,0,1,1,1,0,0,0,1,0.5,0.75,0.25,0.5,0.5,0.75,0.666666666666667,0.666666666666667,0.75,80.1,incomplete,Cyano-Pro
4108,MARD_SAMN02671385_SAGS_MMP02671385,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,82.38,incomplete,Cyano-Pro
4109,MARD_SAMN02671386_SAGS_MMP02671386,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,88.78,assimilator,Cyano-Pro
4110,MARD_SAMN02671388_SAGS_MMP02671388,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,86.46,assimilator,Cyano-Pro
4111,MARD_SAMN02671389_SAGS_MMP02671389,1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,87.22,assimilator,Cyano-Pro
4112,MARD_SAMN02671392_SAGS_MMP02671392,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,89.28,incomplete,Cyano-Pro
4113,MARD_SAMN02671393_SAGS_MMP02671393,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,94.06,assimilator,Cyano-Pro
4114,MARD_SAMN02671396_SAGS_MMP02671396,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,93.55,assimilator,Cyano-Pro
4115,MARD_SAMN02671398_SAGS_MMP02671398,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,86.76,assimilator,Cyano-Pro
4116,MARD_SAMN02671402_SAGS_MMP02671402,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,91.68,assimilator,Cyano-Pro
4117,MARD_SAMN02708932_REFG_MMP02708932,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4118,MARD_SAMN02708933_REFG_MMP02708933,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4119,MARD_SAMN02708934_REFG_MMP02708934,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4120,MARD_SAMN02708935_REFG_MMP02708935,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4121,MARD_SAMN02708936_REFG_MMP02708936,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,98.15,incomplete,Archaea-Other
4122,MARD_SAMN02708937_REFG_MMP02708937,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,98.15,incomplete,Archaea-Other
4123,MARD_SAMN02708938_REFG_MMP02708938,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4124,MARD_SAMN02708939_REFG_MMP02708939,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4125,MARD_SAMN02708940_REFG_MMP02708940,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,98.15,incomplete,Archaea-Other
4126,MARD_SAMN02708941_REFG_MMP02708941,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4127,MARD_SAMN02708942_REFG_MMP02708942,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,98.15,incomplete,Archaea-Other
4128,MARD_SAMN02708943_REFG_MMP02708943,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4129,MARD_SAMN02708944_REFG_MMP02708944,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4130,MARD_SAMN02708945_REFG_MMP02708945,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,96.92,incomplete,Archaea-Other
4131,MARD_SAMN02708946_REFG_MMP02708946,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,96.59,incomplete,Archaea-Other
4132,MARD_SAMN02708947_REFG_MMP02708947,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,96.26,incomplete,Archaea-Other
4133,MARD_SAMN02708948_REFG_MMP02708948,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4134,MARD_SAMN02708949_REFG_MMP02708949,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4135,MARD_SAMN02708950_REFG_MMP02708950,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4136,MARD_SAMN02708951_REFG_MMP02708951,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4137,MARD_SAMN02708952_REFG_MMP02708952,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4138,MARD_SAMN02708953_REFG_MMP02708953,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4139,MARD_SAMN02708954_REFG_MMP02708954,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4140,MARD_SAMN02708955_REFG_MMP02708955,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4141,MARD_SAMN02708956_REFG_MMP02708956,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4142,MARD_SAMN02708957_REFG_MMP02708957,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4143,MARD_SAMN02708958_REFG_MMP02708958,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4144,MARD_SAMN02708959_REFG_MMP02708959,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4145,MARD_SAMN02708960_REFG_MMP02708960,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4146,MARD_SAMN02708961_REFG_MMP02708961,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.53,incomplete,Archaea-Other
4147,MARD_SAMN02708962_REFG_MMP02708962,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4148,MARD_SAMN02708963_REFG_MMP02708963,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4149,MARD_SAMN02708964_REFG_MMP02708964,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4150,MARD_SAMN02708965_REFG_MMP02708965,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4151,MARD_SAMN02708966_REFG_MMP02708966,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4152,MARD_SAMN02708967_REFG_MMP02708967,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4153,MARD_SAMN02708968_REFG_MMP02708968,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
4154,MARD_SAMN02708969_REFG_MMP02708969,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,98.15,incomplete,Archaea-Other
4155,MARD_SAMN02708970_REFG_MMP02708970,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.22,incomplete,Archaea-Other
4156,MARD_SAMN02708971_REFG_MMP02708971,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,97.84,incomplete,Archaea-Other
