"","Genome","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Subpathway1","Subpathway2","Subpathway3","Subpathway4","Subpathway5","Subpathway6","Subpathway7","Subpathway8","MaxCompletion","taxa_elm","Mean Completeness","Lifestyle"
"3202","MALA_SAMN05422107_METAG_DPPBIKAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",91.83,"auxotroph"
"3203","MALA_SAMN05422107_METAG_EOEMECJL",0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,"Bacteroidota",95.46,"incomplete"
"3204","MALA_SAMN05422107_METAG_FBEHOPOB",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"SAR324",86.59,"incomplete"
"3205","MALA_SAMN05422107_METAG_FBOLMPMJ",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",93.19,"assimilator"
"3206","MALA_SAMN05422107_METAG_FNMBFCCN",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",92.34,"incomplete"
"3207","MALA_SAMN05422107_METAG_GANLLHHG",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",91.6,"incomplete"
"3208","MALA_SAMN05422107_METAG_JBKGABMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",96.19,"auxotroph"
"3209","MALA_SAMN05422107_METAG_JNIIACFI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",77.68,"auxotroph"
"3210","MALA_SAMN05422107_METAG_KPEKMEDM",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",90.8,"incomplete"
"3211","MALA_SAMN05422107_METAG_LAKOKLKO",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",95.25,"assimilator"
"3212","MALA_SAMN05422107_METAG_MGNCNLNH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",95.54,"auxotroph"
"3213","MALA_SAMN05422107_METAG_PBCECJKK",0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Chloroflexota",95.06,"incomplete"
"3214","MALA_SAMN05422108_METAG_ACLJFBCC",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",98.82,"assimilator"
"3215","MALA_SAMN05422108_METAG_FKLFPLKL",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",83.73,"incomplete"
"3216","MALA_SAMN05422108_METAG_GKBEANEL",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Actinobacteriota",85.92,"assimilator"
"3217","MALA_SAMN05422108_METAG_JGHINDCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",78.64,"auxotroph"
"3218","MALA_SAMN05422108_METAG_JMOIBDIP",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Alpha-Rhodobacter",86.6,"incomplete"
"3219","MALA_SAMN05422108_METAG_KEKAKGAF",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Actinobacteriota",79.58,"incomplete"
"3220","MALA_SAMN05422108_METAG_LGLPLNAE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",82.44,"auxotroph"
"3221","MALA_SAMN05422108_METAG_NJOFLKAK",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",81.48,"incomplete"
"3222","MALA_SAMN05422110_METAG_BJDDALEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",80.5,"auxotroph"
"3223","MALA_SAMN05422110_METAG_LMICLMAJ",0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,"Alpha-Rhodobacter",88.94,"incomplete"
"3224","MALA_SAMN05422110_METAG_OODCIIBH",1,0,1,1,1,1,0,0,0,0.75,0.75,0.5,0.75,0.5,0.75,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",95.98,"incomplete"
"3225","MALA_SAMN05422111_METAG_AAKDNHFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",81.24,"auxotroph"
"3226","MALA_SAMN05422111_METAG_AGIBFIDO",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",97.68,"assimilator"
"3227","MALA_SAMN05422111_METAG_AHOIHKAA",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",84.62,"incomplete"
"3228","MALA_SAMN05422111_METAG_BKBPFIPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",91.06,"auxotroph"
"3229","MALA_SAMN05422111_METAG_DADHKMAB",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",77.88,"incomplete"
"3230","MALA_SAMN05422111_METAG_DBDLGMPJ",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",77.12,"incomplete"
"3231","MALA_SAMN05422111_METAG_DGLIOKAD",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",78.71,"incomplete"
"3232","MALA_SAMN05422111_METAG_EEEEEMIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",92.37,"auxotroph"
"3233","MALA_SAMN05422111_METAG_EMNDHGAM",0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Gamma-Other",92.07,"incomplete"
"3234","MALA_SAMN05422111_METAG_GBHEMFGI",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Chloroflexota",75.95,"incomplete"
"3235","MALA_SAMN05422111_METAG_GMBNIIHF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",83.15,"auxotroph"
"3236","MALA_SAMN05422111_METAG_HHBAJAJP",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Alpha-Rhodobacter",83.29,"incomplete"
"3237","MALA_SAMN05422111_METAG_JOAGMMCO",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",94.74,"incomplete"
"3238","MALA_SAMN05422111_METAG_KDEBCFBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",94.22,"auxotroph"
"3239","MALA_SAMN05422111_METAG_KHJCJCMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",95.33,"auxotroph"
"3240","MALA_SAMN05422111_METAG_PDJHCBNE",0,1,0,0,1,1,0,0,1,0.25,0.5,0.75,0.5,1,0.75,0.333333333333333,0.333333333333333,1,"Actinobacteriota",93.55,"assimilator"
"3241","MALA_SAMN05422111_METAG_PJKHLEIK",0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Chloroflexota",95.7,"incomplete"
"3242","MALA_SAMN05422113_METAG_ACPCAKPA",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Gamma-Other",99.64,"assimilator"
"3243","MALA_SAMN05422113_METAG_BPEHGKBL",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter",93.36,"incomplete"
"3244","MALA_SAMN05422113_METAG_EOAGBMHA",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Gamma-Other",92.09,"assimilator"
"3245","MALA_SAMN05422113_METAG_GJFPJHHK",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",98.8,"assimilator"
"3246","MALA_SAMN05422113_METAG_HCMEOPMD",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Actinobacteriota",99.38,"assimilator"
"3247","MALA_SAMN05422113_METAG_IGEILNAG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Actinobacteriota",78.52,"incomplete"
"3248","MALA_SAMN05422113_METAG_LODOFODP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",79.67,"auxotroph"
"3249","MALA_SAMN05422113_METAG_MLBGOJNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",95.99,"auxotroph"
"3250","MALA_SAMN05422113_METAG_MMKICJMF",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Gamma-Other",91.19,"assimilator"
"3251","MALA_SAMN05422113_METAG_MMMIMIBM",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Actinobacteriota",91.23,"incomplete"
"3252","MALA_SAMN05422113_METAG_NNFILCMJ",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",87.22,"incomplete"
"3253","MALA_SAMN05422114_METAG_CBPGHPEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",84.66,"auxotroph"
"3254","MALA_SAMN05422114_METAG_HDMCNFBK",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",99.3,"assimilator"
"3255","MALA_SAMN05422114_METAG_LHNDBPHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.68,"auxotroph"
"3256","MALA_SAMN05422114_METAG_MFDLMGAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85,"auxotroph"
"3257","MALA_SAMN05422114_METAG_NAJFPNCO",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",98.87,"assimilator"
"3258","MALA_SAMN05422115_METAG_ECLHGDNH",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Actinobacteriota",98.47,"incomplete"
"3259","MALA_SAMN05422115_METAG_EILAGLKN",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",78.64,"assimilator"
"3260","MALA_SAMN05422115_METAG_FMGMBPHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",79.54,"auxotroph"
"3261","MALA_SAMN05422115_METAG_GEDMGNOH",1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,"Alpha-Rhodobacter",99.18,"assimilator"
"3262","MALA_SAMN05422115_METAG_MHOGGJNB",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Actinobacteriota",76.44,"incomplete"
"3263","MALA_SAMN05422115_METAG_NOJKFNPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",77.5,"auxotroph"
"3264","MALA_SAMN05422115_METAG_OAGLHILG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.36,"auxotroph"
"3265","MALA_SAMN05422115_METAG_PEDNKAMC",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Alpha-Other",79.05,"incomplete"
"3266","MALA_SAMN05422117_METAG_AOFKFLLF",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",95.52,"incomplete"
"3267","MALA_SAMN05422117_METAG_BEMFKCKM",0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Chloroflexota",82.76,"incomplete"
"3268","MALA_SAMN05422117_METAG_BHPHPGMG",0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Alpha-Rhodobacter",91.37,"incomplete"
"3269","MALA_SAMN05422117_METAG_DMDBIJPP",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Gamma-Other",89.32,"assimilator"
"3270","MALA_SAMN05422117_METAG_HFFNENIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",90.33,"auxotroph"
"3271","MALA_SAMN05422117_METAG_IBPKNOBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea-Other",87.07,"auxotroph"
"3272","MALA_SAMN05422117_METAG_JJOEHOEJ",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",78.34,"incomplete"
"3273","MALA_SAMN05422117_METAG_LHBHEPAP",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",80.98,"incomplete"
"3274","MALA_SAMN05422117_METAG_LMAINAON",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Chloroflexota",81.77,"incomplete"
"3275","MALA_SAMN05422117_METAG_LPPFKMNM",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",77.08,"incomplete"
"3276","MALA_SAMN05422117_METAG_NBFBPIHC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",92.99,"auxotroph"
"3277","MALA_SAMN05422120_METAG_BFAJGJDD",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",80.97,"assimilator"
"3278","MALA_SAMN05422120_METAG_BHMDNAAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",75.84,"auxotroph"
"3279","MALA_SAMN05422120_METAG_BOFCDAAO",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",84.86,"assimilator"
"3280","MALA_SAMN05422120_METAG_CMDEFOFJ",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Actinobacteriota",99.38,"assimilator"
"3281","MALA_SAMN05422120_METAG_DPNIGCJC",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Actinobacteriota",88,"incomplete"
"3282","MALA_SAMN05422120_METAG_IFLJGABO",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",98.84,"assimilator"
"3283","MALA_SAMN05422120_METAG_MALJNMLA",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",81.36,"incomplete"
"3284","MALA_SAMN05422120_METAG_NDMHKPKD",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Gamma-Alteromonas",92.2,"assimilator"
"3285","MALA_SAMN05422120_METAG_OJHGHPEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",95.43,"auxotroph"
"3286","MALA_SAMN05422120_METAG_PCCIOILD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",79.56,"auxotroph"
"3287","MALA_SAMN05422120_METAG_PINPMALI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",99.12,"auxotroph"
"3288","MALA_SAMN05422121_METAG_AKAPFEJL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",93.82,"auxotroph"
"3289","MALA_SAMN05422121_METAG_BDGKKLOP",1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,"Gamma-Other",89.72,"incomplete"
"3290","MALA_SAMN05422121_METAG_CAAGKPLA",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",91.18,"incomplete"
"3291","MALA_SAMN05422121_METAG_DJPEOIKD",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",96.57,"assimilator"
"3292","MALA_SAMN05422121_METAG_DMCBCJFJ",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",75.26,"assimilator"
"3293","MALA_SAMN05422121_METAG_EKAOPGOL",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",77.61,"assimilator"
"3294","MALA_SAMN05422121_METAG_ENOPFCIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",81.66,"auxotroph"
"3295","MALA_SAMN05422121_METAG_GMGNEBDN",0,1,1,0,0,1,0,0,0,0.25,0.25,0.5,0.5,0.5,0.5,0,0.333333333333333,0.5,"Actinobacteriota",91.85,"incomplete"
"3296","MALA_SAMN05422121_METAG_HCILPDBN",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",76.54,"incomplete"
"3297","MALA_SAMN05422121_METAG_JMDLBCNJ",1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",82.74,"assimilator"
"3298","MALA_SAMN05422121_METAG_LDCCJDDK",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",94.93,"incomplete"
"3299","MALA_SAMN05422121_METAG_LEHOHEOE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",87.83,"auxotroph"
"3300","MALA_SAMN05422121_METAG_LLGGKPDF",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Gamma-Other",94.42,"assimilator"
"3301","MALA_SAMN05422121_METAG_MEMALNFD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",93.37,"auxotroph"
"3302","MALA_SAMN05422121_METAG_OMHJFDLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",90.02,"auxotroph"
"3303","MALA_SAMN05422121_METAG_ONDHGCBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",94.76,"auxotroph"
"3304","MALA_SAMN05422121_METAG_PDHLACBE",0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,"Gamma-Other",95.66,"incomplete"
"3305","MALA_SAMN05422121_METAG_PMNELIKC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",95.51,"auxotroph"
"3306","MALA_SAMN05422122_METAG_CAFBCAFN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",95.56,"auxotroph"
"3307","MALA_SAMN05422122_METAG_CIAAGKJC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",96.5,"auxotroph"
"3308","MALA_SAMN05422122_METAG_CKBPOFGO",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter",99.07,"incomplete"
"3309","MALA_SAMN05422122_METAG_EAEHONNA",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",99.45,"incomplete"
"3310","MALA_SAMN05422122_METAG_EFAPPKMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",90.76,"auxotroph"
"3311","MALA_SAMN05422122_METAG_GLMGLPJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",90.9,"auxotroph"
"3312","MALA_SAMN05422122_METAG_INOMGGDK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",97.07,"auxotroph"
"3313","MALA_SAMN05422122_METAG_JACOJCMO",1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,"Gamma-Other",82.14,"incomplete"
"3314","MALA_SAMN05422122_METAG_JKIINEFM",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",94.22,"assimilator"
"3315","MALA_SAMN05422122_METAG_JKIMJOKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",92.8,"auxotroph"
"3316","MALA_SAMN05422122_METAG_NEMGCJEA",0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Chloroflexota",93.14,"incomplete"
"3317","MALA_SAMN05422122_METAG_OPLKKAGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",79.35,"auxotroph"
"3318","MALA_SAMN05422123_METAG_AHNLNHFL",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",89.26,"assimilator"
"3319","MALA_SAMN05422123_METAG_COPMBDOP",0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,"Alpha-Other",97.95,"incomplete"
"3320","MALA_SAMN05422123_METAG_DFHOCEED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",83.03,"auxotroph"
"3321","MALA_SAMN05422123_METAG_JHPLBBPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.71,"auxotroph"
"3322","MALA_SAMN05422123_METAG_MBCPHEIG",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",90.72,"incomplete"
"3323","MALA_SAMN05422123_METAG_MFNFJBLI",0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",85.33,"incomplete"
"3324","MALA_SAMN05422127_METAG_BMMMIACD",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Actinobacteriota",99.38,"assimilator"
"3325","MALA_SAMN05422127_METAG_HMPLHBNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",91.94,"auxotroph"
"3326","MALA_SAMN05422127_METAG_IECNFCIL",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Actinobacteriota",93.56,"incomplete"
"3327","MALA_SAMN05422128_METAG_AJGGCPDB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",90.91,"auxotroph"
"3328","MALA_SAMN05422128_METAG_BONBPMBC",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",79.97,"incomplete"
"3329","MALA_SAMN05422128_METAG_GFOMCGFD",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Alteromonas",97.44,"assimilator"
"3330","MALA_SAMN05422128_METAG_KHABKFCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",83.64,"auxotroph"
"3331","MALA_SAMN05422128_METAG_KIGGJBFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",97.65,"auxotroph"
"3332","MALA_SAMN05422128_METAG_NBJKAMMF",0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Chloroflexota",94.04,"incomplete"
"3333","MALA_SAMN05422130_METAG_BKKKMJNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",78.28,"auxotroph"
"3334","MALA_SAMN05422130_METAG_CLFJDEEH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",83.64,"auxotroph"
"3335","MALA_SAMN05422130_METAG_LBFLGNDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",82.13,"auxotroph"
"3336","MALA_SAMN05422130_METAG_LHMBIFLC",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Gamma-Other",92.48,"incomplete"
"3337","MALA_SAMN05422133_METAG_ADEFELBG",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Gamma-Other",95.46,"incomplete"
"3338","MALA_SAMN05422133_METAG_FGJNLDHN",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",82.84,"incomplete"
"3339","MALA_SAMN05422133_METAG_FKNGKJEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",84.68,"auxotroph"
"3340","MALA_SAMN05422133_METAG_FNEHNFBK",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",83.78,"incomplete"
"3341","MALA_SAMN05422133_METAG_FOGKKEHN",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Actinobacteriota",99.38,"assimilator"
"3342","MALA_SAMN05422133_METAG_GLICDNLF",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",93.98,"assimilator"
