"","Step1:rlp1_align","Step1:K25035","Step2:cupin_align","Step3:met17_align"
"TARA_SAMEA4398067_METAG_EHCOCLID",0,0,0,1
"TARA_SAMEA4398067_METAG_BKCIHEEE",0,0,0,1
"TARA_SAMEA4398067_METAG_ALPFKOOE",0,0,0,1
"TARA_SAMEA4398067_METAG_PMGDGBDO",0,0,0,1
"TARA_SAMEA4397569_METAG_GHMOJEEC",0,0,0,1
"TARA_SAMEA4397569_METAG_GNPBFPKL",0,0,0,1
"TARA_SAMEA4397569_METAG_LEGPKNJH",0,0,0,1
"TARA_SAMEA4397569_METAG_APEKBCLK",0,0,0,1
"TARA_SAMEA4397569_METAG_ECJBHMNN",0,0,0,1
"TARA_SAMEA4397472_METAG_DGPNOOGK",0,0,0,1
"TARA_SAMEA4397472_METAG_JMMLDJOC",0,0,0,1
"TARA_SAMEA4397472_METAG_CJMGHPKL",0,0,0,1
"TARA_SAMEA4397472_METAG_DICMEHDC",0,0,0,1
"TARA_SAMEA4397472_METAG_LCKKDFDK",1,0,0,1
"TARA_SAMEA4397472_METAG_MIOPGKDA",0,0,0,1
"TARA_SAMEA4397472_METAG_LCIHDHDK",0,0,0,1
"TARA_SAMEA4398413_METAG_EJLLIMJI",0,0,0,1
"TARA_SAMEA4398413_METAG_MEBPLGJO",0,0,0,0
"TARA_SAMEA4398413_METAG_ELMKJJGE",0,0,0,1
"TARA_SAMEA4398413_METAG_MMNIOOEJ",0,0,0,0
"BGEO_SAMN07136494_METAG_BFPKHHID",0,0,0,0
"BGEO_SAMN07136494_METAG_HJJHBPDL",0,0,0,0
"TARA_SAMEA4397004_METAG_DLKCGGEK",0,0,1,1
"TARA_SAMEA4396468_METAG_DHGJMAAG",0,0,1,1
"BGEO_SAMN07136494_METAG_FMJOCEKA",0,0,1,0
"TARA_SAMEA4397649_METAG_CFCFNBDA",0,0,0,1
"TARA_SAMEA4397649_METAG_KGCLBLKD",0,0,0,1
"TARA_SAMEA4397649_METAG_GNBPJHAG",0,0,0,1
"TARA_SAMEA4397649_METAG_PDICHJON",0,0,1,1
"TARA_SAMEA4397649_METAG_CNMCMBFN",0,0,0,1
"TARA_SAMEA4398341_METAG_BBKHPJPB",0,0,0,1
"TARA_SAMEA4398341_METAG_AECCMNNO",0,0,0,0
"TARA_SAMEA4398341_METAG_CPFFOJFC",0,0,0,1
"HOTS_SAMN07137012_METAG_OCINBOOF",0,0,0,0
"BGEO_SAMN07136505_METAG_MNABAJAN",0,0,1,0
"TARA_SAMEA4398247_METAG_CKJNLPIF",0,0,0,1
"TARA_SAMEA4398247_METAG_MCKJBFJL",0,0,0,1
"TARA_SAMEA4398247_METAG_FDFPNPLD",0,0,0,1
"TARA_SAMEA4398247_METAG_FFAACJFH",0,0,0,1
"BGEO_SAMN07136562_METAG_LEGHEPPA",0,0,0,1
"HOTS_SAMN07137057_METAG_PBJDCFAI",0,0,1,0
"BGEO_SAMN07136762_METAG_JJALDMEA",0,0,0,1
"BGEO_SAMN07136523_METAG_PEMLLCLE",0,0,0,1
"BGEO_SAMN07136943_METAG_LNNEODGK",0,0,0,1
"BGEO_SAMN07136727_METAG_EIKLGILF",0,0,0,1
"BGEO_SAMN07136727_METAG_GBNABFHH",0,0,1,1
"BGEO_SAMN07136710_METAG_BEJKEPKM",0,0,0,1
"BGEO_SAMN07136772_METAG_OEOCEGLK",0,0,0,1
"BATS_SAMN08390925_METAG_PGPEDNJI",0,0,0,1
"BGEO_SAMN07136505_METAG_BPIECALF",0,0,0,1
"BGEO_SAMN07136505_METAG_ACEMGJBF",0,0,0,0
"BGEO_SAMN07136791_METAG_ONICFLAC",0,0,0,1
"BGEO_SAMN07136707_METAG_GCDCBBHG",0,0,0,1
"BGEO_SAMN07136879_METAG_POHOEOMF",0,0,0,1
"BGEO_SAMN07136517_METAG_NIBJLNEL",0,0,1,1
"BGEO_SAMN07136522_METAG_POCBOMEA",0,0,1,1
"BATS_SAMN07137118_METAG_GCDDPGOJ",0,0,0,1
"BGEO_SAMN07136726_METAG_JOIDLACC",1,0,0,1
"BGEO_SAMN07136798_METAG_LAMHFHAM",1,0,0,1
"BGEO_SAMN07136512_METAG_HAFJDBFF",0,0,0,1
"BGEO_SAMN07136505_METAG_NBMLHIFH",0,0,0,0
"BGEO_SAMN07136917_METAG_AMDDICLB",0,0,0,1
"BGEO_SAMN07136715_METAG_IGIGNBCM",0,0,0,1
"BGEO_SAMN07136907_METAG_NIIJBJDG",0,0,0,1
"BGEO_SAMN07136937_METAG_IHCFBNKP",0,0,0,1
"BGEO_SAMN07136937_METAG_JFAPOPJD",0,0,0,1
"BGEO_SAMN07136750_METAG_MHGEJOGB",0,0,0,1
"BGEO_SAMN07136776_METAG_FDBOGOEB",0,0,0,0
"BGEO_SAMN07136961_METAG_AFGGELHD",0,0,0,1
"BGEO_SAMN07136961_METAG_LJGALKHI",0,0,0,1
"BGEO_SAMN07136692_METAG_LDNFFNIJ",0,0,0,1
"BGEO_SAMN07136753_METAG_DOHGMNAO",0,0,0,1
"BGEO_SAMN07136617_METAG_NGMCBEMO",0,0,0,0
"HOTS_SAMN07137008_METAG_NIANDOBE",0,0,0,0
"BGEO_SAMN07136718_METAG_GOIGCPDN",0,0,0,1
"BGEO_SAMN07136708_METAG_MHPDDJBJ",0,0,0,1
"BGEO_SAMN07136936_METAG_GGHANAPG",0,0,0,1
"BGEO_SAMN07136770_METAG_BMMHMHIG",0,0,0,1
"BATS_SAMN07137070_METAG_FENLIEBD",0,0,0,1
"BGEO_SAMN07136769_METAG_IEKHBHKJ",0,0,0,1
"BGEO_SAMN07136506_METAG_HDNAHBGO",0,0,0,1
"BGEO_SAMN07136707_METAG_BJEBIHMF",0,0,1,0
"BGEO_SAMN07136763_METAG_EMJGIKDC",0,0,0,0
"BGEO_SAMN07136686_METAG_LIIGEFLI",1,0,0,1
"BGEO_SAMN07136900_METAG_AHODOJNB",1,0,0,1
"BGEO_SAMN07136601_METAG_PLCJIMGL",0,0,0,1
"BGEO_SAMN07136653_METAG_PKMAIGFI",0,0,0,1
"BGEO_SAMN07136887_METAG_LNAMOOCN",1,0,0,1
"BGEO_SAMN07136787_METAG_CDONFFPD",0,0,0,1
"BGEO_SAMN07136767_METAG_IIKBDKIL",0,0,1,1
"BGEO_SAMN07136767_METAG_DPBAGIII",1,0,0,1
"BGEO_SAMN07136590_METAG_NNADOMAD",0,0,0,1
"BGEO_SAMN07136765_METAG_KHPAIALL",0,0,0,1
"HOTS_SAMN07137027_METAG_GEDCKBDG",0,0,1,0
"BGEO_SAMN07136554_METAG_PIIAGIIC",0,0,0,0
"BGEO_SAMN07136583_METAG_OEAOIHAM",0,0,0,1
"BGEO_SAMN07136583_METAG_DNCBPOAJ",0,0,0,0
"BGEO_SAMN07136554_METAG_EMEENAKE",0,0,0,0
"BGEO_SAMN07136645_METAG_GBLLCHHH",0,0,0,1
"BGEO_SAMN07136862_METAG_BOJCEGDL",0,0,0,1
"BGEO_SAMN07136789_METAG_CDGADDIM",0,0,0,1
"BGEO_SAMN07136724_METAG_FPPMJMLK",0,0,0,1
"BGEO_SAMN07136844_METAG_DJKLDCJN",0,0,0,1
"BGEO_SAMN07136496_METAG_NAJLEHLF",0,0,0,1
"BGEO_SAMN07136554_METAG_CGOMMMPG",0,0,0,0
"BGEO_SAMN07136764_METAG_BLGJHKMB",0,0,0,1
"HOTS_SAMN07137024_METAG_DJJLAIKL",0,0,0,0
"BGEO_SAMN07136575_METAG_MPBDAHND",0,0,0,1
"BGEO_SAMN07136825_METAG_IHAKGKLI",0,0,0,1
"BGEO_SAMN07136825_METAG_CICMHPLA",0,0,0,1
"BGEO_SAMN07136559_METAG_IAHCMMNJ",1,0,0,1
"HOTS_SAMN07137000_METAG_EKNCPAGH",0,0,0,0
"HOTS_SAMN07137030_METAG_KGAAAOBB",0,0,1,0
"HOTS_SAMN07137000_METAG_BJGPJLBA",0,0,0,0
"BGEO_SAMN07136709_METAG_EHMLMOOH",0,0,0,1
"BGEO_SAMN07136511_METAG_JKJKBMPE",0,0,0,1
"BGEO_SAMN07136760_METAG_CDONIKEE",0,0,0,1
"BGEO_SAMN07136510_METAG_OHCONFGL",0,0,0,0
"BGEO_SAMN07136552_METAG_MPBLLCLH",0,0,0,1
"BGEO_SAMN07136892_METAG_HDCDGOFI",0,0,0,1
"BGEO_SAMN07136682_METAG_EEPGMOIJ",0,0,0,1
"BGEO_SAMN07136711_METAG_IIKNMEGA",0,0,0,1
"BGEO_SAMN07136711_METAG_CANMDFON",0,0,0,1
"BGEO_SAMN07136557_METAG_GLFHNAHF",0,0,0,1
"BGEO_SAMN07136510_METAG_BEIAAODB",0,0,1,0
"BGEO_SAMN07136695_METAG_JOOOCOGO",0,0,0,1
"BGEO_SAMN07136824_METAG_JIEMKLBB",1,0,0,1
"BGEO_SAMN07136680_METAG_NINBMCNL",0,0,0,1
"BATS_SAMN07137098_METAG_KDLBKOGG",0,0,0,1
"BGEO_SAMN07136859_METAG_AKOCEGHH",0,0,0,1
"BGEO_SAMN07136510_METAG_FBHPEBHP",0,0,0,0
"BGEO_SAMN07136744_METAG_DAILACLH",0,0,0,0
"BGEO_SAMN07136647_METAG_NLCGAOOA",0,0,0,0
"BGEO_SAMN07136539_METAG_PLNDMGOH",0,0,1,0
"BATS_SAMN07137085_METAG_JNAMCKLG",0,0,0,1
"BGEO_SAMN07136638_METAG_OGPPIPDF",0,0,0,1
"BGEO_SAMN07136638_METAG_DGPHMCDG",0,0,0,1
"MALA_SAMN05422194_METAG_PCFGBHLA",0,0,1,0
"MALA_SAMN05422136_METAG_CFNFCHDD",0,0,0,1
"MALA_SAMN05422226_METAG_EKPLMNJC",0,0,1,1
"MALA_SAMN05422226_METAG_NELIBDBN",0,0,1,0
"MALA_SAMN05421563_METAG_GDOADBFK",0,0,0,1
"MALA_SAMN05421563_METAG_DGMJHHBK",0,0,1,1
"MALA_SAMN05421699_METAG_JIJFALML",0,0,0,1
"MALA_SAMN05421699_METAG_ACDJADOH",0,0,0,1
"MALA_SAMN05421699_METAG_KJBLLHLE",0,0,0,1
"MALA_SAMN05422122_METAG_DBJIOFAL",0,0,0,1
"MALA_SAMN05422122_METAG_JACOJCMO",0,0,0,1
"MALA_SAMN05422122_METAG_CKBPOFGO",0,0,0,1
"MALA_SAMN05422175_METAG_ELIMMFFE",0,0,1,1
"MALA_SAMN05422175_METAG_OLCMIKIN",0,0,1,1
"MALA_SAMN05422175_METAG_LCAKIIIE",0,0,0,1
"MALA_SAMN05422140_METAG_NKOAKJKA",0,0,0,1
"MALA_SAMN05422104_METAG_HGDEBLDB",0,0,0,1
"MALA_SAMN05422104_METAG_JDCGNJAG",0,0,0,1
"MALA_SAMN05422104_METAG_HICMFKHG",0,0,0,1
"MALA_SAMN05422189_METAG_HMCFPIOA",0,0,0,1
"MALA_SAMN05422121_METAG_MEMALNFD",0,0,0,1
"MALA_SAMN05422121_METAG_ELPGEKJD",0,0,0,1
"MALA_SAMN05422121_METAG_PMNELIKC",0,0,0,1
"MALA_SAMN05422149_METAG_HPPCHCEF",0,0,1,1
"MALA_SAMN05422149_METAG_HCNNMKLE",0,0,1,0
"MALA_SAMN05422149_METAG_IEPELFMA",0,0,0,1
"MALA_SAMN05422195_METAG_KAKDADMC",0,0,0,1
"MALA_SAMN05422195_METAG_NEANBIPH",0,0,0,1
"MALA_SAMN05421706_METAG_PHJHNDCF",0,0,1,0
"MALA_SAMN05421706_METAG_DECGBFOP",0,0,0,1
"MALA_SAMN05421706_METAG_KECHLFJH",0,0,0,1
"MALA_SAMN05422133_METAG_ADEFELBG",0,0,0,1
"MALA_SAMN05422133_METAG_MMGBPPIN",0,0,0,1
"MALA_SAMN05422133_METAG_FNEHNFBK",1,0,1,1
"MALA_SAMN05422166_METAG_PHPIFGHP",0,0,0,1
"MALA_SAMN05422166_METAG_LIPHNDPD",0,0,0,1
"MALA_SAMN05422117_METAG_NBFBPIHC",0,0,0,1
"MALA_SAMN05421660_METAG_KCFPKICE",0,0,0,1
"MALA_SAMN05421660_METAG_AKFNKDEK",0,0,0,1
"MALA_SAMN05422148_METAG_CIJEHAMJ",0,0,0,1
"MALA_SAMN05422148_METAG_LBPIAHEB",0,0,0,1
"MALA_SAMN05422148_METAG_NDJFDIOK",0,0,0,1
"MALA_SAMN05422148_METAG_BICMPFEL",0,0,1,0
"MALA_SAMN05422148_METAG_LAEONHEK",0,0,0,1
"MALA_SAMN05422148_METAG_FCOMONOA",0,0,1,0
"MALA_SAMN05422111_METAG_KHJCJCMD",0,0,0,1
"MALA_SAMN05422111_METAG_BKBPFIPG",0,0,0,1
"MALA_SAMN05422111_METAG_GIHLCAHM",0,0,0,1
"MALA_SAMN05421913_METAG_ONJKLBOL",0,0,0,1
"MALA_SAMN05421901_METAG_NCIHGEED",0,0,0,1
"MALA_SAMN05422138_METAG_APBEINND",0,0,0,1
"MALA_SAMN05422138_METAG_KILHIAMI",0,0,0,1
"MALA_SAMN05422138_METAG_KOJEGGEL",0,0,0,1
"MALA_SAMN05422183_METAG_ADJPCION",0,0,1,1
"MALA_SAMN05422183_METAG_DDAFPEJC",0,0,0,1
"MALA_SAMN05422183_METAG_IGPCIIIK",0,0,0,1
"MALA_SAMN05422107_METAG_BHNCMDMP",0,0,0,1
"MALA_SAMN05422152_METAG_KHCFHFCA",0,0,0,1
"MALA_SAMN05422152_METAG_DCIDIPOJ",0,0,0,1
"MALA_SAMN05422152_METAG_EOCMCBJO",0,0,0,1
"MALA_SAMN05422152_METAG_IJGDGOLJ",0,0,0,1
"MALA_SAMN05422163_METAG_FPKINHBA",0,0,1,0
"MALA_SAMN05422171_METAG_ILFAOIGK",0,0,0,1
"MALA_SAMN05422113_METAG_MMMIMIBM",0,0,0,0
"MALA_SAMN05422113_METAG_EOAGBMHA",0,0,1,1
"MALA_SAMN05422113_METAG_MMKICJMF",0,0,0,1
"MALA_SAMN05422192_METAG_OPGIDGFE",0,0,0,1
"MALA_SAMN05422192_METAG_FMDMGIFD",0,0,0,1
"MALA_SAMN05422192_METAG_OLOJNECD",0,0,0,1
"MALA_SAMN05422165_METAG_OLNGBDLB",0,0,0,1
"MALA_SAMN05422165_METAG_PHDBHBDD",0,0,0,1
"MALA_SAMN05422130_METAG_LBFLGNDE",0,0,0,0
"MALA_SAMN05422143_METAG_MKOHEMBE",0,0,1,0
"MALA_SAMN05421697_METAG_OILIAGNK",0,0,0,0
"MALA_SAMN05422191_METAG_CCFOIEBK",0,0,0,1
"MALA_SAMN05422106_METAG_DDJDEKJG",0,0,0,1
"MALA_SAMN05422106_METAG_KFGFPFAC",1,0,0,1
"MALA_SAMN05422168_METAG_GOCFBEKE",0,0,0,1
"MALA_SAMN05422128_METAG_AJGGCPDB",0,0,0,1
"TARA_SAMN05326644_METAG_PON00005",0,0,0,1
"TARA_SAMN05326644_METAG_PON00026",0,0,0,1
"TARA_SAMN05326644_METAG_PON00039",0,0,1,1
"TARA_SAMN05326644_METAG_PON00054",0,0,0,0
"TARA_SAMN05326644_METAG_PON00068",0,0,1,0
"TARA_SAMN05326645_METAG_PSE00001",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00011",0,0,0,1
"TARA_SAMN05326650_METAG_MED00041",0,0,1,1
"TARA_SAMN05326650_METAG_MED00066",0,0,0,1
"BGEO_SAMN07136616_METAG_LKFMCAJA",0,0,0,0
"BATS_SAMN07137087_METAG_BPFGOMMN",0,0,0,0
"TARA_SAMN05326650_METAG_MED00119",0,0,0,0
"TARA_SAMN05326645_METAG_PSE00023",0,0,1,1
"TARA_SAMN05326645_METAG_PSE00027",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00028",0,0,1,1
"TARA_SAMN05326645_METAG_PSE00035",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00044",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00051",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00065",0,0,1,0
"TARA_SAMN05326645_METAG_PSE00071",0,0,1,1
"TARA_SAMN05326645_METAG_PSE00097",0,0,1,1
"TARA_SAMN05326645_METAG_PSE00104",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00106",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00120",0,0,1,1
"TARA_SAMN05326645_METAG_PSE00123",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00128",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00132",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00002",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00004",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00022",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00027",0,0,1,1
"BATS_SAMN07137087_METAG_LCNIEFLK",0,0,0,0
"BATS_SAMN07137087_METAG_OEDMHCDA",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00065",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00072",0,0,1,1
"BGEO_SAMN07136639_METAG_CAEGINHC",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00089",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00096",0,0,0,1
"TARA_SAMN05326643_METAG_ASW00003",0,0,0,1
"TARA_SAMN05326647_METAG_ION00007",0,0,1,1
"TARA_SAMN05326647_METAG_ION00009",0,0,0,1
"TARA_SAMN05326647_METAG_ION00016",0,0,0,1
"TARA_SAMN05326647_METAG_ION00037",0,0,0,1
"TARA_SAMN05326647_METAG_ION00038",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00004",0,0,1,1
"TARA_SAMN05326648_METAG_IOS00020",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00035",0,0,1,1
"HOTS_SAMN07137018_METAG_EGGECFAH",0,0,0,0
"BGEO_SAMN07136635_METAG_OMDAIJME",0,0,0,0
"TARA_SAMN05326648_METAG_IOS00063",0,0,0,1
"TARA_SAMN05326650_METAG_MED00001",0,0,0,1
"TARA_SAMN05326650_METAG_MED00006",0,0,0,1
"TARA_SAMN05326650_METAG_MED00013",0,0,0,1
"TARA_SAMN05326650_METAG_MED00022",0,0,0,1
"TARA_SAMN05326649_METAG_SOC00011",0,0,0,1
"TARA_SAMN05326651_METAG_RED00004",0,0,0,1
"TARA_SAMN05326651_METAG_RED00008",0,0,0,1
"TARA_SAMN05326651_METAG_RED00026",0,0,0,1
"TARA_SAMN05326651_METAG_RED00036",0,0,1,1
"TARA_SAMN05326651_METAG_RED00050",0,0,1,1
"BGEO_SAMN07136635_METAG_OEKBJBBO",0,0,1,0
"TARA_SAMN05326651_METAG_RED00081",0,0,1,1
"BGEO_SAMN07136793_METAG_MGCDHPAN",0,0,0,0
"TARA_SAMN05326640_METAG_ANE00002",1,0,0,1
"TARA_SAMN05326640_METAG_ANE00006",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00007",0,0,0,1
"BGEO_SAMN07136579_METAG_NKBIOKMN",0,0,0,0
"BGEO_SAMN07136726_METAG_HNDHAAMH",0,0,0,0
"BGEO_SAMN07136518_METAG_ECAIMBFI",0,0,0,0
"TARA_SAMN05326641_METAG_ANW00003",0,0,1,1
"TARA_SAMN05326641_METAG_ANW00005",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00007",0,0,1,1
"BGEO_SAMN07136518_METAG_EEKLMDBJ",0,0,0,0
"TARA_SAMN05326641_METAG_ANW00035",0,0,1,1
"TARA_SAMN05326642_METAG_ASE00022",0,0,0,1
"GORG_SAMEA6070137_SAGS_AG894F20",0,0,0,1
"GORG_SAMEA6070139_SAGS_AG894F22",0,0,0,1
"GORG_SAMEA6070151_SAGS_AG894G16",0,0,0,1
"GORG_SAMEA6078850_SAGS_AG457O06",0,0,0,1
"BGEO_SAMN07136788_METAG_AOMEOLPJ",0,0,0,0
"GORG_SAMEA6078132_SAGS_AG343D04",0,0,0,1
"GORG_SAMEA6077234_SAGS_AG325B15",0,0,0,1
"GORG_SAMEA6077253_SAGS_AG325C15",0,0,1,1
"GORG_SAMEA6070163_SAGS_AG894I06",0,0,0,1
"GORG_SAMEA6070230_SAGS_AG894N05",0,0,0,1
"GORG_SAMEA6077607_SAGS_AG333F14",0,0,0,1
"GORG_SAMEA6077612_SAGS_AG333F19",0,0,0,1
"GORG_SAMEA6069433_SAGS_AG891B08",0,0,0,1
"GORG_SAMEA6074575_SAGS_AG918F13",0,0,0,1
"GORG_SAMEA6074587_SAGS_AG918G13",0,0,0,1
"GORG_SAMEA6074598_SAGS_AG918I04",0,0,0,1
"GORG_SAMEA6075502_SAGS_AG404K13",0,0,0,1
"GORG_SAMEA6069754_SAGS_AG892J04",0,0,0,1
"GORG_SAMEA6069755_SAGS_AG892J05",0,0,0,1
"GORG_SAMEA6069806_SAGS_AG892M18",0,0,0,1
"GORG_SAMEA6069809_SAGS_AG892M22",0,0,0,1
"GORG_SAMEA6072715_SAGS_AG909G18",0,0,0,1
"GORG_SAMEA6072723_SAGS_AG909I11",0,0,0,1
"GORG_SAMEA6076178_SAGS_AG422A17",0,0,0,0
"GORG_SAMEA6076209_SAGS_AG422C11",0,0,0,1
"GORG_SAMEA6073483_SAGS_AG913B10",0,0,0,1
"GORG_SAMEA6073495_SAGS_AG913C04",0,0,0,1
"GORG_SAMEA6071670_SAGS_AG903D15",0,0,0,1
"GORG_SAMEA6071686_SAGS_AG903E23",0,0,0,1
"GORG_SAMEA6070422_SAGS_AG895M18",0,0,0,1
"GORG_SAMEA6070447_SAGS_AG895O13",0,0,0,0
"GORG_SAMEA6077809_SAGS_AG337B04",0,0,0,1
"GORG_SAMEA6077877_SAGS_AG337E20",0,0,0,1
"GORG_SAMEA6071611_SAGS_AG901O19",0,0,0,1
"GORG_SAMEA6079977_SAGS_AG430O23",0,0,0,1
"GORG_SAMEA6074516_SAGS_AG918A18",0,0,0,1
"GORG_SAMEA6079509_SAGS_AG470P20",0,0,1,1
"GORG_SAMEA6071990_SAGS_AG904N16",0,0,0,1
"GORG_SAMEA6072009_SAGS_AG904O22",0,0,0,1
"GORG_SAMEA6072010_SAGS_AG904O23",0,0,0,1
"GORG_SAMEA6072423_SAGS_AG907P07",0,0,0,1
"GORG_SAMEA6072427_SAGS_AG907P15",0,0,0,1
"GORG_SAMEA6075575_SAGS_AG404P15",0,0,0,1
"GORG_SAMEA6069528_SAGS_AG891I16",0,0,0,1
"GORG_SAMEA6069533_SAGS_AG891I22",0,0,0,1
"GORG_SAMEA6069554_SAGS_AG891K07",0,0,0,1
"GORG_SAMEA6069572_SAGS_AG891L11",0,0,0,1
"GORG_SAMEA6074732_SAGS_AG919E06",0,0,0,1
"GORG_SAMEA6072621_SAGS_AG908P06",0,0,0,0
"GORG_SAMEA6072628_SAGS_AG908P16",0,0,0,1
"GORG_SAMEA6073770_SAGS_AG914I23",0,0,0,1
"GORG_SAMEA6075122_SAGS_AG349A23",0,0,0,0
"GORG_SAMEA6074323_SAGS_AG917B09",0,0,0,1
"GORG_SAMEA6074366_SAGS_AG917E11",0,0,0,1
"GORG_SAMEA6074373_SAGS_AG917F02",0,0,0,1
"GORG_SAMEA6071547_SAGS_AG901J02",0,0,0,1
"GORG_SAMEA6070834_SAGS_AG898B20",0,0,0,1
"GORG_SAMEA6078267_SAGS_AG343L08",0,0,1,0
"GORG_SAMEA6074445_SAGS_AG917L14",0,0,0,1
"GORG_SAMEA6074485_SAGS_AG917O08",0,0,0,1
"GORG_SAMEA6074497_SAGS_AG917P01",0,0,0,1
"GORG_SAMEA6074530_SAGS_AG918B19",0,0,0,1
"GORG_SAMEA6079416_SAGS_AG470J15",0,0,0,1
"GORG_SAMEA6079423_SAGS_AG470K05",0,0,0,1
"GORG_SAMEA6073965_SAGS_AG915G04",0,0,0,1
"GORG_SAMEA6074023_SAGS_AG915L04",0,0,0,1
"GORG_SAMEA6074061_SAGS_AG915O02",0,0,0,1
"GORG_SAMEA6067747_SAGS_AH287E04",1,0,0,1
"GORG_SAMEA6067755_SAGS_AH287E15",0,0,0,1
"GORG_SAMEA6067763_SAGS_AH287F03",1,0,0,1
"GORG_SAMEA6067802_SAGS_AH287I08",0,0,0,1
"GORG_SAMEA6067847_SAGS_AH287K19",0,0,0,1
"GORG_SAMEA6067851_SAGS_AH287K23",1,0,0,1
"GORG_SAMEA6070026_SAGS_AG893O07",0,0,0,1
"GORG_SAMEA6068104_SAGS_AH324M21",0,0,0,1
"GORG_SAMEA6068451_SAGS_AH326D22",0,0,0,1
"GORG_SAMEA6068456_SAGS_AH326E05",0,0,0,1
"GORG_SAMEA6079711_SAGS_AG426N14",0,0,0,1
"GORG_SAMEA6068830_SAGS_AG365N21",0,0,0,0
"GORG_SAMEA6068841_SAGS_AG365O11",0,0,0,1
"GORG_SAMEA6071858_SAGS_AG904C09",0,0,0,1
"GORG_SAMEA6073257_SAGS_AG911P20",0,0,0,1
"GORG_SAMEA6073258_SAGS_AG911P21",0,0,0,1
"GORG_SAMEA6073297_SAGS_AG912C20",0,0,0,1
"GORG_SAMEA6073320_SAGS_AG912E19",0,0,0,1
"GORG_SAMEA6073342_SAGS_AG912G18",0,0,0,1
"GORG_SAMEA6069838_SAGS_AG892O21",0,0,0,0
"GORG_SAMEA6069859_SAGS_AG893A13",0,0,0,1
"GORG_SAMEA6069918_SAGS_AG893F20",0,0,0,0
"GORG_SAMEA6074996_SAGS_AG920K18",0,0,0,1
"GORG_SAMEA6072236_SAGS_AG907B11",0,0,0,1
"GORG_SAMEA6075394_SAGS_AG404C08",0,0,0,1
"GORG_SAMEA6075849_SAGS_AG390O21",0,0,0,1
"GORG_SAMEA6072855_SAGS_AG910B20",0,0,0,1
"GORG_SAMEA6072896_SAGS_AG910E10",0,0,0,1
"GORG_SAMEA6076364_SAGS_AG422M23",0,0,0,1
"GORG_SAMEA6076397_SAGS_AG422P05",0,0,0,1
"GORG_SAMEA6073123_SAGS_AG911F13",0,0,0,1
"GORG_SAMEA6073201_SAGS_AG911L17",0,0,0,1
"GORG_SAMEA6067726_SAGS_AH287C20",0,0,0,1
"GORG_SAMEA6069944_SAGS_AG893I14",0,0,0,1
"GORG_SAMEA6069957_SAGS_AG893J15",0,0,0,1
"GORG_SAMEA6069958_SAGS_AG893J16",0,0,0,1
"GORG_SAMEA6069959_SAGS_AG893J17",0,0,0,1
"GORG_SAMEA6069961_SAGS_AG893J19",0,0,0,0
"GORG_SAMEA6069979_SAGS_AG893K23",0,0,0,0
"GORG_SAMEA6069981_SAGS_AG893L03",0,0,0,1
"GORG_SAMEA6068960_SAGS_AG359I05",0,0,0,1
"GORG_SAMEA6071168_SAGS_AG899M02",0,0,0,1
"GORG_SAMEA6071170_SAGS_AG899M04",0,0,0,1
"GORG_SAMEA6073572_SAGS_AG913J11",0,0,0,1
"GORG_SAMEA6073590_SAGS_AG913K22",0,0,0,1
"GORG_SAMEA6073648_SAGS_AG913P05",0,0,0,1
"GORG_SAMEA6072778_SAGS_AG909M16",0,0,0,1
"GORG_SAMEA6076225_SAGS_AG422D11",0,0,0,1
"GORG_SAMEA6076241_SAGS_AG422E10",0,0,0,1
"GORG_SAMEA6076262_SAGS_AG422F18",0,0,0,1
"GORG_SAMEA6076281_SAGS_AG422G21",0,0,0,1
"GORG_SAMEA6079071_SAGS_AG461O03",0,0,0,0
"GORG_SAMEA6079085_SAGS_AG461O21",0,0,0,1
"GORG_SAMEA6069655_SAGS_AG892B09",0,0,0,1
"GORG_SAMEA6069714_SAGS_AG892F10",0,0,0,1
"GORG_SAMEA6069730_SAGS_AG892G09",0,0,0,1
"GORG_SAMEA6074758_SAGS_AG919G03",0,0,0,1
"GORG_SAMEA6074797_SAGS_AG919K04",0,0,0,1
"GORG_SAMEA6074847_SAGS_AG919N18",0,0,0,1
"GORG_SAMEA6070986_SAGS_AG898N22",0,0,0,0
