V1	V2	V3	V4	V5	V6	V7	V8
5480	*	TARA_SAMEA2619970_METAG-scaffold_3287-	K00003	278.03	284.4	6.5e-81	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_NLEBHLFA
5481	*	TARA_SAMEA2619970_METAG-scaffold_14949-	K00003	278.03	410.4	5.1e-119	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_BFADDPIE
5482	*	TARA_SAMEA2619970_METAG-scaffold_26642-	K00003	278.03	473.1	5.6e-138	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_LJJGGJEI
5483	*	TARA_SAMEA2619970_METAG-scaffold_1625-	K00003	278.03	359.5	1.2e-103	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_AGFNHNHK
5484	*	TARA_SAMEA2619970_METAG-scaffold_3014-	K00003	278.03	392.2	1.6e-113	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_ACENMCNE
5485	*	TARA_SAMEA2619970_METAG-scaffold_1619-	K00003	278.03	414.4	3.1e-120	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_KIGOGAJK
5486	*	TARA_SAMEA2619970_METAG-scaffold_37209-	K00003	278.03	399.8	8.2e-116	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_PKFHHDLF
5487	*	TARA_SAMEA2619970_METAG-scaffold_15111-	K00003	278.03	518.9	7.9e-152	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_FKFPFEBP
5488	*	TARA_SAMEA2619970_METAG-scaffold_9372-	K00003	278.03	366.8	7.8e-106	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_NDLLJJGM
5489	*	TARA_SAMEA2619970_METAG-scaffold_10182-	K00003	278.03	415.4	1.5e-120	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_LCMGBGDN
5490	*	TARA_SAMEA2619970_METAG-scaffold_39967-	K00003	278.03	407	5.4e-118	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_JHDNOJKG
5491	*	TARA_SAMEA2619970_METAG-scaffold_12347-	K00003	278.03	516.6	4e-151	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_JOMOCMFK
5492	*	TARA_SAMEA2619970_METAG-scaffold_32137-	K00003	278.03	495.7	8e-145	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_ICCLIHFJ
5493	*	TARA_SAMEA2619970_METAG-scaffold_104254-	K00003	278.03	309.9	1.3e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_ICCLIHFJ
5494	*	TARA_SAMEA2619970_METAG-scaffold_1215-	K00003	278.03	421.8	1.8e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_HODIAKCP
5495	*	TARA_SAMEA2619970_METAG-scaffold_6146-	K00003	278.03	463.3	5.2e-135	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_ACIFGLAO
5496	*	TARA_SAMEA2619970_METAG-scaffold_8800-	K00003	278.03	495.3	1.1e-144	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_ANLALCIG
5497	*	TARA_SAMEA2619970_METAG-scaffold_38941-	K00003	278.03	497.8	1.9e-145	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_JFEBDOPD
5498	*	TARA_SAMEA2619970_METAG-scaffold_25310-	K00003	278.03	430.5	4.3e-125	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_KHCODDKL
5499	*	TARA_SAMEA2619970_METAG-scaffold_33643-	K00003	278.03	401.6	2.3e-116	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_CJFNIFGD
5500	*	TARA_SAMEA2619970_METAG-scaffold_56057-	K00003	278.03	426	9.9e-124	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_FEPPOKAI
5501	*	TARA_SAMEA2619970_METAG-scaffold_20571-	K00003	278.03	519.4	5.5e-152	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_IAOODDLH
5502	*	TARA_SAMEA2619970_METAG-scaffold_71924-	K00003	278.03	510.6	2.4e-149	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_EMHEGDKM
5503	*	TARA_SAMEA2619970_METAG-scaffold_9902-	K00003	278.03	477.4	2.8e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_OJCAALEC
5504	*	TARA_SAMEA2619970_METAG-scaffold_34178-	K00003	278.03	512.1	8.5e-150	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_DAHIKIJI
5505	*	TARA_SAMEA2619970_METAG-scaffold_1526-	K00003	278.03	426.2	8.2e-124	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_IJCFHKID
5506	*	TARA_SAMEA2619970_METAG-scaffold_17191-	K00003	278.03	514.1	2.1e-150	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_AMIJALNP
5507	*	TARA_SAMEA2619970_METAG-scaffold_13298-	K00003	278.03	309.1	2.3e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619970_METAG_CAEGJJNB
5508	*	TARA_SAMEA2620339_METAG-scaffold_301-	K00003	278.03	527	2.8e-154	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_NIBPMFCG
5509	*	TARA_SAMEA2620339_METAG-scaffold_3401-	K00003	278.03	523.4	3.4e-153	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_ENNHIIDF
5510	*	TARA_SAMEA2620339_METAG-scaffold_3961-	K00003	278.03	424.3	3.1e-123	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_NFMOIECC
5511	*	TARA_SAMEA2620339_METAG-scaffold_11895-	K00003	278.03	516	5.9e-151	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_FLMIIBOJ
5512	*	TARA_SAMEA2620339_METAG-scaffold_1806-	K00003	278.03	477.9	2e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_PPMILIBL
5513	*	TARA_SAMEA2620339_METAG-scaffold_109-	K00003	278.03	503	4.9e-147	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_EDDEBEHK
5514	*	TARA_SAMEA2620339_METAG-scaffold_2944-	K00003	278.03	486.7	4.1e-142	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_JAEEDIPN
5515	*	TARA_SAMEA2620339_METAG-scaffold_2400-	K00003	278.03	391.1	3.4e-113	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_OIJDEDKH
5516	*	TARA_SAMEA2620339_METAG-scaffold_384-	K00003	278.03	432.3	1.2e-125	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_CABPPAEP
5517	*	TARA_SAMEA2620339_METAG-scaffold_5712-	K00003	278.03	411.4	2.6e-119	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_HDDDBIHJ
5518	*	TARA_SAMEA2620339_METAG-scaffold_4614-	K00003	278.03	468.1	1.8e-136	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_OBEJHBNL
5519	*	TARA_SAMEA2620339_METAG-scaffold_1022-	K00003	278.03	551.7	9.3e-162	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_EDCLLJPO
5520	*	TARA_SAMEA2620339_METAG-scaffold_13776-	K00003	278.03	378.1	3e-109	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_KHJNGHDK
5521	*	TARA_SAMEA2620339_METAG-scaffold_18081-	K00003	278.03	506.2	5.5e-148	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_HGHKDOAB
5522	*	TARA_SAMEA2620339_METAG-scaffold_233-	K00003	278.03	470.7	3e-137	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_MHDKGNEI
5523	*	TARA_SAMEA2620339_METAG-scaffold_3452-	K00003	278.03	462.9	6.8e-135	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_IIJMLLEL
5524	*	TARA_SAMEA2620339_METAG-scaffold_793-	K00003	278.03	396.6	7.5e-115	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_BGMJGFOJ
5525	*	TARA_SAMEA2620339_METAG-scaffold_1327-	K00003	278.03	462.7	7.7e-135	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_IGGIFEOI
5526	*	TARA_SAMEA2620339_METAG-scaffold_351-	K00003	278.03	435.2	1.6e-126	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_PDMEDGIO
5527	*	TARA_SAMEA2620339_METAG-scaffold_191-	K00003	278.03	369.7	1e-106	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_PIFMCFEI
5528	*	TARA_SAMEA2620339_METAG-scaffold_385-	K00003	278.03	430.7	3.7e-125	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_GKNKBENG
5529	*	TARA_SAMEA2620339_METAG-scaffold_42261-	K00003	278.03	468.8	1.1e-136	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_DLBKEMLC
5530	*	TARA_SAMEA2620339_METAG-scaffold_1489-	K00003	278.03	387.5	4.4e-112	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_GDBECHOF
5531	*	TARA_SAMEA2620339_METAG-scaffold_23987-	K00003	278.03	499.2	7.1e-146	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_CMMDGMIE
5532	*	TARA_SAMEA2620339_METAG-scaffold_16611-	K00003	278.03	504	2.4e-147	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620339_METAG_KAALIKMF
5533	*	TARA_SAMEA2591084_METAG-scaffold_272-	K00003	278.03	465.2	1.4e-135	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KEAIOFMB
5534	*	TARA_SAMEA2591084_METAG-scaffold_253-	K00003	278.03	452.6	9e-132	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_ODCPMFCD
5535	*	TARA_SAMEA2591084_METAG-scaffold_354-	K00003	278.03	515.1	1.1e-150	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_BBJDMAAB
5536	*	TARA_SAMEA2591084_METAG-scaffold_4475-	K00003	278.03	457.2	3.6e-133	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_FMKGCENE
5537	*	TARA_SAMEA2591084_METAG-scaffold_4556-	K00003	278.03	452	1.3e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_BKKLBNDL
5538	*	TARA_SAMEA2591084_METAG-scaffold_2789-	K00003	278.03	505	1.2e-147	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_AMJHJMNK
5539	*	TARA_SAMEA2591084_METAG-scaffold_2-	K00003	278.03	449.5	7.8e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_PCHHHJGD
5540	*	TARA_SAMEA2591084_METAG-scaffold_1365-	K00003	278.03	419.8	7.1e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_HAKPAFBO
5541	*	TARA_SAMEA2591084_METAG-scaffold_4358-	K00003	278.03	490.7	2.5e-143	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_INIDHDKK
5542	*	TARA_SAMEA2591084_METAG-scaffold_7885-	K00003	278.03	450.6	3.4e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_EKBIOPJB
5543	*	TARA_SAMEA2591084_METAG-scaffold_288-	K00003	278.03	448.7	1.3e-130	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_ECMIJCBL
5544	*	TARA_SAMEA2591084_METAG-scaffold_28742-	K00003	278.03	450.5	3.7e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_BOFKDJKN
5545	*	TARA_SAMEA2591084_METAG-scaffold_18915-	K00003	278.03	374.8	3e-108	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_AGLOMKBH
5546	*	TARA_SAMEA2591084_METAG-scaffold_1428-	K00003	278.03	422.5	1.1e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_MJIEJPJD
5547	*	TARA_SAMEA2591084_METAG-scaffold_1596-	K00003	278.03	475.4	1.1e-138	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KJNFCCLB
5548	*	TARA_SAMEA2591084_METAG-scaffold_22420-	K00003	278.03	425.2	1.8e-123	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_PFJBCBHJ
5549	*	TARA_SAMEA2591084_METAG-scaffold_17029-	K00003	278.03	500.4	2.9e-146	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KPGDCBDP
5550	*	TARA_SAMEA2591084_METAG-scaffold_6655-	K00003	278.03	512.1	8.8e-150	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_JEINLPJC
5551	*	TARA_SAMEA2591084_METAG-scaffold_1180-	K00003	278.03	477.8	2.1e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_IJLGIKFA
5552	*	TARA_SAMEA2591084_METAG-scaffold_544-	K00003	278.03	509.9	4e-149	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KDCDKMJH
5553	*	TARA_SAMEA2591084_METAG-scaffold_8452-	K00003	278.03	498.4	1.3e-145	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_AGMBAHIG
5554	*	TARA_SAMEA2591084_METAG-scaffold_42506-	K00003	278.03	334.3	5.4e-96	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_AJGAOBEH
5555	*	TARA_SAMEA2591084_METAG-scaffold_7416-	K00003	278.03	461	2.6e-134	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_HFJJKKFK
5556	*	TARA_SAMEA2591084_METAG-scaffold_3869-	K00003	278.03	304.6	5.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_MEDNEOHA
5557	*	TARA_SAMEA2591084_METAG-scaffold_2567-	K00003	278.03	525.6	7.4e-154	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_IKGNDIFO
5558	*	TARA_SAMEA2591084_METAG-scaffold_10388-	K00003	278.03	515.5	8.4e-151	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_DAIPBLJH
5559	*	TARA_SAMEA2591084_METAG-scaffold_121-	K00003	278.03	384.9	2.7e-111	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_JMCDAHFE
5560	*	TARA_SAMEA2591084_METAG-scaffold_1588-	K00003	278.03	343.3	1e-98	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KKMHGKBI
5561	*	TARA_SAMEA2591084_METAG-scaffold_4940-	K00003	278.03	397.1	5.5e-115	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_DGGHICFF
5562	*	TARA_SAMEA2591084_METAG-scaffold_2083-	K00003	278.03	422.5	1.1e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_GDHKPNPL
5563	*	TARA_SAMEA2591084_METAG-scaffold_7114-	K00003	278.03	363	1.1e-104	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_NNABHOPE
5564	*	TARA_SAMEA2591084_METAG-scaffold_4233-	K00003	278.03	431.4	2.2e-125	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_ONLPNBBP
5565	*	TARA_SAMEA2591084_METAG-scaffold_17863-	K00003	278.03	489.2	7.7e-143	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_GFPFPBOC
5566	*	TARA_SAMEA2591084_METAG-scaffold_13109-	K00003	278.03	394.6	3.1e-114	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_MAGDDGKN
5567	*	TARA_SAMEA2591084_METAG-scaffold_1135-	K00003	278.03	420	6.5e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_EPLFBOPB
5568	*	TARA_SAMEA2591084_METAG-scaffold_9677-	K00003	278.03	478.7	1.1e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_NKCBACIE
5569	*	TARA_SAMEA2591084_METAG-scaffold_648-	K00003	278.03	422.1	1.5e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_KNENMPDM
5570	*	TARA_SAMEA2591084_METAG-scaffold_22788-	K00003	278.03	402.9	9.8e-117	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_PPHKMMFP
5571	*	TARA_SAMEA2591084_METAG-scaffold_126-	K00003	278.03	431.7	1.8e-125	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_EOKPCMBC
5572	*	TARA_SAMEA2591084_METAG-scaffold_9051-	K00003	278.03	491.5	1.5e-143	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_OJHGCOPF
5573	*	TARA_SAMEA2591084_METAG-scaffold_20983-	K00003	278.03	500.8	2.3e-146	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591084_METAG_EIMPIOJD
5574	*	TARA_SAMEA2620021_METAG-scaffold_108-	K00003	278.03	477.1	3.5e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_MLOOJBBB
5575	*	TARA_SAMEA2620021_METAG-scaffold_5-	K00003	278.03	544.4	1.5e-159	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_GBIHLJMF
5576	*	TARA_SAMEA2620021_METAG-scaffold_1074-	K00003	278.03	529.3	5.5e-155	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_KBGMIOJP
5577	*	TARA_SAMEA2620021_METAG-scaffold_21-	K00003	278.03	507.4	2.3e-148	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_ACIKLEOD
5578	*	TARA_SAMEA2620021_METAG-scaffold_141-	K00003	278.03	546.4	3.6e-160	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_CGLCFIAB
5579	*	TARA_SAMEA2620021_METAG-scaffold_167-	K00003	278.03	471.6	1.5e-137	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_PCADMNKO
5580	*	TARA_SAMEA2620021_METAG-scaffold_2228-	K00003	278.03	403.7	5.6e-117	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_NNFJDFKL
5581	*	TARA_SAMEA2620021_METAG-scaffold_4392-	K00003	278.03	483.5	3.9e-141	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_DFDOHHJB
5582	*	TARA_SAMEA2620021_METAG-scaffold_110-	K00003	278.03	470.8	2.8e-137	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_ONOGOLGO
5583	*	TARA_SAMEA2620021_METAG-scaffold_15500-	K00003	278.03	472.2	1.1e-137	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_KGPKBFPH
5584	*	TARA_SAMEA2620021_METAG-scaffold_3506-	K00003	278.03	441.4	2.1e-128	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_NBJLNKHI
5585	*	TARA_SAMEA2620021_METAG-scaffold_16153-	K00003	278.03	415.6	1.4e-120	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_HGAFLIIK
5586	*	TARA_SAMEA2620021_METAG-scaffold_13364-	K00003	278.03	466.6	5e-136	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_AFPMGIIL
5587	*	TARA_SAMEA2620021_METAG-scaffold_29-	K00003	278.03	521.6	1.2e-152	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_KBIGJHCO
5588	*	TARA_SAMEA2620021_METAG-scaffold_2773-	K00003	278.03	463.6	4.1e-135	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_OKFBPNCF
5589	*	TARA_SAMEA2620021_METAG-scaffold_14758-	K00003	278.03	382.5	1.4e-110	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_CKNIFLCO
5590	*	TARA_SAMEA2620021_METAG-scaffold_4309-	K00003	278.03	427.1	4.5e-124	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_PGBKLMNO
5591	*	TARA_SAMEA2620021_METAG-scaffold_35898-	K00003	278.03	362.3	1.8e-104	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_NDIINLAK
5592	*	TARA_SAMEA2620021_METAG-scaffold_6401-	K00003	278.03	359	1.9e-103	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_BCOJJKPC
5593	*	TARA_SAMEA2620021_METAG-scaffold_11063-	K00003	278.03	433.4	5.5e-126	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_PIGMIFDM
5594	*	TARA_SAMEA2620021_METAG-scaffold_18861-	K00003	278.03	435.6	1.2e-126	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_PBOIEECH
5595	*	TARA_SAMEA2620021_METAG-scaffold_15269-	K00003	278.03	445.5	1.2e-129	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_OGOCOFDO
5596	*	TARA_SAMEA2620021_METAG-scaffold_5711-	K00003	278.03	405.6	1.4e-117	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620021_METAG_EECCJPOH
5597	*	TARA_SAMEA2591098_METAG-scaffold_2517-	K00003	278.03	452.6	9e-132	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_FINHBNHO
5598	*	TARA_SAMEA2591098_METAG-scaffold_3-	K00003	278.03	472.3	9.6e-138	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_BFGIGGHJ
5599	*	TARA_SAMEA2591098_METAG-scaffold_9-	K00003	278.03	515.1	1.1e-150	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_MBMKDMEL
5600	*	TARA_SAMEA2591098_METAG-scaffold_1958-	K00003	278.03	457.5	2.8e-133	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_PLHPJCGC
5601	*	TARA_SAMEA2591098_METAG-scaffold_1369-	K00003	278.03	504.8	1.5e-147	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_EJOBFJID
5602	*	TARA_SAMEA2591098_METAG-scaffold_312-	K00003	278.03	516	5.7e-151	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_ELHAFCCE
5603	*	TARA_SAMEA2591098_METAG-scaffold_27691-	K00003	278.03	500.8	2.3e-146	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_EKCBDPJI
5604	*	TARA_SAMEA2591098_METAG-scaffold_12009-	K00003	278.03	491.6	1.4e-143	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_LNIEDDNG
5605	*	TARA_SAMEA2591098_METAG-scaffold_306-	K00003	278.03	475.9	8e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_OOHHFBGP
5606	*	TARA_SAMEA2591098_METAG-scaffold_8399-	K00003	278.03	434.4	2.8e-126	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_MCOINHPN
5607	*	TARA_SAMEA2591098_METAG-scaffold_535-	K00003	278.03	497.6	2.1e-145	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_PGKKNBEH
5608	*	TARA_SAMEA2591098_METAG-scaffold_725-	K00003	278.03	523.5	3.1e-153	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_GGHPALCI
5609	*	TARA_SAMEA2591098_METAG-scaffold_527-	K00003	278.03	477.8	2.1e-139	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_LKHJLPOP
5610	*	TARA_SAMEA2591098_METAG-scaffold_5536-	K00003	278.03	450.6	3.5e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_NBLJLINN
5611	*	TARA_SAMEA2591098_METAG-scaffold_6485-	K00003	278.03	402.2	1.5e-116	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_KPFJJBGM
5612	*	TARA_SAMEA2591098_METAG-scaffold_1325-	K00003	278.03	422.7	9.4e-123	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_AMOFNOHP
5613	*	TARA_SAMEA2591098_METAG-scaffold_11754-	K00003	278.03	428.3	1.9e-124	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_NMKGJLKB
5614	*	TARA_SAMEA2591098_METAG-scaffold_942-	K00003	278.03	470.6	3.1e-137	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_EOAMCCIN
5615	*	TARA_SAMEA2591098_METAG-scaffold_723-	K00003	278.03	509.9	4.1e-149	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_KJLAFBGH
5616	*	TARA_SAMEA2591098_METAG-scaffold_24597-	K00003	278.03	426.2	8.5e-124	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_IAEAPENA
5617	*	TARA_SAMEA2591098_METAG-scaffold_13641-	K00003	278.03	452	1.3e-131	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_GECBEIFF
5618	*	TARA_SAMEA2591098_METAG-scaffold_1140-	K00003	278.03	432.8	8.7e-126	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_LEFJKAGC
5619	*	TARA_SAMEA2591098_METAG-scaffold_1507-	K00003	278.03	422.3	1.3e-122	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2591098_METAG_HNHFEGFM
