"","Step1:K01740","Step1:met17_align","Step2:K17285"
"TARA_SAMEA2620256_METAG_MPNNMGBA",0,1,0
"TARA_SAMEA2620256_METAG_LAMGCIPC",0,1,0
"TARA_SAMEA2620256_METAG_FEMCGAMN",0,1,0
"TARA_SAMEA4397489_METAG_ALKPDBJK",0,1,0
"TARA_SAMEA4397489_METAG_GPDPBDAM",0,1,0
"TARA_SAMEA4397489_METAG_OBKGIEFA",0,1,0
"TARA_SAMEA4397489_METAG_CHBCCPEF",1,1,0
"TARA_SAMEA4397489_METAG_MHCEHENM",1,1,0
"TARA_SAMEA4397489_METAG_AALFFFFH",1,1,0
"TARA_SAMEA4397489_METAG_KBFAAALH",0,1,0
"TARA_SAMEA4397489_METAG_EOIDKPKM",0,1,0
"TARA_SAMEA4397489_METAG_IJCKAAKP",1,1,0
"TARA_SAMEA4397489_METAG_PCMCDNHN",1,1,0
"TARA_SAMEA4397489_METAG_OJJKGFOM",1,1,0
"TARA_SAMEA4397489_METAG_CDEHGONO",0,1,0
"TARA_SAMEA4397489_METAG_DKFNMDDD",1,1,0
"TARA_SAMEA4397489_METAG_ENKMAING",0,1,0
"TARA_SAMEA4397489_METAG_NGOGGNNK",1,1,0
"TARA_SAMEA4397489_METAG_KPNFHDEG",1,1,0
"TARA_SAMEA4397489_METAG_HPKDIOHE",0,1,0
"TARA_SAMEA4397489_METAG_OLIGPPOC",1,1,0
"TARA_SAMEA2622725_METAG_PEKLHLCJ",1,1,0
"TARA_SAMEA2620967_METAG_JCJKAEKN",1,1,1
"TARA_SAMEA2620967_METAG_KLICMFII",1,1,0
"TARA_SAMEA2620967_METAG_LNGNGMIO",1,1,0
"TARA_SAMEA2620967_METAG_CHDBHBEG",1,1,0
"TARA_SAMEA2621502_METAG_JPBBBKDD",0,1,0
"TARA_SAMEA2621502_METAG_PCENCBGB",1,1,0
"TARA_SAMEA2621502_METAG_HNFCICFA",1,1,0
"TARA_SAMEA2619854_METAG_MHBAMJGF",0,1,0
"TARA_SAMEA2621044_METAG_AFHONIPH",1,1,0
"TARA_SAMEA2621044_METAG_KDONOJCF",0,1,0
"TARA_SAMEA2621044_METAG_PAAMBDEJ",0,1,0
"BGEO_SAMN07136755_METAG_EKNFKDCE",0,1,0
"TARA_SAMEA2621044_METAG_JAEDEOJL",1,1,0
"TARA_SAMEA2621044_METAG_GAJFPIBN",1,1,0
"BATS_SAMN07137108_METAG_MNAPCDDA",0,0,0
"BATS_SAMN07137108_METAG_LKCALGPF",0,0,0
"BATS_SAMN07137108_METAG_JJANIGME",0,0,0
"TARA_SAMEA2621285_METAG_PCAMDDLD",0,1,0
"TARA_SAMEA2619903_METAG_KFDAPMCM",1,1,0
"TARA_SAMEA2619903_METAG_PDLDBGJA",0,1,0
"TARA_SAMEA2619903_METAG_EJNINPHJ",0,1,0
"TARA_SAMEA2619903_METAG_HOBDHEGM",1,1,0
"TARA_SAMEA2621528_METAG_OOOLBPFG",0,1,0
"TARA_SAMEA4396988_METAG_IJHFGOAC",1,1,0
"TARA_SAMEA4396988_METAG_HNGJFIAO",1,1,0
"TARA_SAMEA4396988_METAG_GGKPMEDN",0,0,0
"TARA_SAMEA4396988_METAG_NHAKENJI",0,1,0
"TARA_SAMEA4396988_METAG_LJHJJMHO",0,1,0
"TARA_SAMEA4396988_METAG_AHOLDCOA",1,1,0
"TARA_SAMEA4396988_METAG_IFOIBJHC",1,1,0
"TARA_SAMEA4396988_METAG_OHGBIIBB",1,1,0
"TARA_SAMEA4396988_METAG_MPFCLMGM",0,1,0
"TARA_SAMEA4396988_METAG_BLBNHPMH",0,1,0
"TARA_SAMEA4396988_METAG_PDOPDFFK",1,1,0
"TARA_SAMEA4396988_METAG_EJJFDKCN",0,1,0
"TARA_SAMEA4396988_METAG_JIJPECFJ",1,1,0
"TARA_SAMEA4396988_METAG_CEFPBIEH",0,1,0
"TARA_SAMEA4396988_METAG_JPIDMPAB",1,1,0
"TARA_SAMEA4396988_METAG_OJLLLIJD",1,1,0
"TARA_SAMEA4396988_METAG_ADOHJEKD",1,1,0
"TARA_SAMEA4396988_METAG_GCIKICCE",1,1,0
"TARA_SAMEA4396988_METAG_NCIDKAKO",0,1,0
"TARA_SAMEA4396988_METAG_DDKBNAEM",1,1,0
"TARA_SAMEA4396988_METAG_IGKABEAD",1,1,0
"TARA_SAMEA4396988_METAG_DHGPLGEI",1,1,0
"TARA_SAMEA2621191_METAG_OKJNGIAE",1,1,0
"TARA_SAMEA2621191_METAG_POKGBONJ",1,1,0
"TARA_SAMEA2621191_METAG_OGCKHLKJ",1,1,0
"TARA_SAMEA4397445_METAG_MCOALPNL",1,1,0
"TARA_SAMEA4397445_METAG_DGMKFCEG",1,1,0
"TARA_SAMEA4397445_METAG_CEKAOEIO",1,1,0
"TARA_SAMEA4397445_METAG_ALPEDEKN",1,1,0
"TARA_SAMEA4397445_METAG_EDFFIONL",0,1,0
"TARA_SAMEA4397445_METAG_NPCINCFG",1,1,0
"TARA_SAMEA4397445_METAG_NFMLIMPE",1,1,0
"TARA_SAMEA4397445_METAG_MAFMFKMN",1,1,0
"TARA_SAMEA4397445_METAG_DGDOHHDN",1,1,0
"TARA_SAMEA4397445_METAG_NNOOFDKD",1,1,0
"TARA_SAMEA4397445_METAG_BLPLEFBJ",1,1,0
"TARA_SAMEA4397445_METAG_LKAFFPOK",0,1,0
"TARA_SAMEA4397445_METAG_IPEBJJPK",1,1,0
"TARA_SAMEA4397445_METAG_NAKGHEIC",1,1,0
"TARA_SAMEA4397445_METAG_DBGPKLFB",1,1,0
"TARA_SAMEA4397445_METAG_EBGPIKOF",0,1,0
"TARA_SAMEA4397445_METAG_GNGOLHBC",1,1,0
"TARA_SAMEA4397445_METAG_EAAEKOGM",1,1,0
"TARA_SAMEA2620053_METAG_ECMALEAE",0,1,0
"TARA_SAMEA2620053_METAG_CICKOAMP",1,1,0
"TARA_SAMEA4398315_METAG_IKBHHHNJ",0,1,0
"TARA_SAMEA4398315_METAG_ANNAMOBB",1,1,0
"TARA_SAMEA4398315_METAG_PNPEEFBF",1,1,0
"TARA_SAMEA4398315_METAG_POPKPLNF",0,1,0
"TARA_SAMEA4398315_METAG_AAILANNM",1,1,0
"TARA_SAMEA4398315_METAG_NEEBEBCA",1,1,0
"TARA_SAMEA4398315_METAG_FMFEPNNF",1,1,0
"TARA_SAMEA4398315_METAG_JAJFOGDM",0,1,0
"TARA_SAMEA4397920_METAG_KIGOFCII",0,1,0
"TARA_SAMEA4397920_METAG_PEGHMKLD",1,1,0
"TARA_SAMEA4397920_METAG_HIILAAKP",1,1,0
"TARA_SAMEA4397920_METAG_IEGEFKIF",1,1,0
"TARA_SAMEA4397920_METAG_MPANHKBB",1,1,0
"TARA_SAMEA4397920_METAG_PJLDHDEJ",1,1,0
"TARA_SAMEA4397920_METAG_NHBNDNDF",1,1,0
"TARA_SAMEA4397920_METAG_KGCBFKHI",1,1,0
"TARA_SAMEA2619950_METAG_ADLKCPBP",0,1,0
"TARA_SAMEA2622841_METAG_JKCLOBDL",0,1,0
"TARA_SAMEA2622841_METAG_LNMHNGMG",0,1,0
"TARA_SAMEA2621295_METAG_DKAAIJIA",1,1,0
"TARA_SAMEA2621295_METAG_HBFNHEPB",1,1,0
"TARA_SAMEA2621295_METAG_ICMNEFLA",0,1,0
"TARA_SAMEA2621295_METAG_DDHDMIII",0,0,0
"TARA_SAMEA2621295_METAG_KCJMKCEH",1,1,0
"BGEO_SAMN07136777_METAG_NBFMHLBJ",0,0,0
"TARA_SAMEA2622716_METAG_FPHJFONJ",1,1,0
"TARA_SAMEA2622716_METAG_JIINHBHC",1,1,0
"BATS_SAMN07137104_METAG_GOLPAEAE",0,0,0
"BGEO_SAMN07136697_METAG_IHOPOPGN",0,0,0
"TARA_SAMEA2622716_METAG_LKMNOMPP",1,1,0
"BGEO_SAMN07136697_METAG_ICIMNFMA",0,0,0
"TARA_SAMEA2622716_METAG_HMNFMLLI",1,1,0
"TARA_SAMEA2622716_METAG_FLIDHJIH",1,1,0
"TARA_SAMEA2622716_METAG_IPCCLEJC",1,1,0
"TARA_SAMEA2622716_METAG_OMFNGNBP",1,1,0
"TARA_SAMEA2622716_METAG_LLMPBKJB",1,1,0
"TARA_SAMEA2622716_METAG_MJKAMFJK",1,1,0
"TARA_SAMEA2622716_METAG_OEBCAEIG",0,0,0
"BGEO_SAMN07136697_METAG_HNIIGMGF",0,0,0
"TARA_SAMEA2622716_METAG_GOJJIFPD",1,1,0
"TARA_SAMEA2622716_METAG_HIDAHEEK",1,1,0
"BATS_SAMN07137070_METAG_BGKDDPME",0,0,0
"TARA_SAMEA2622715_METAG_OCONGINM",1,1,0
"TARA_SAMEA2622715_METAG_NLCDCOEJ",1,1,0
"TARA_SAMEA2622715_METAG_OBEIIIHL",0,1,0
"BGEO_SAMN07136547_METAG_OFKGBPBN",0,0,0
"TARA_SAMEA2622715_METAG_PGBNBFJH",1,1,0
"TARA_SAMEA2622715_METAG_FPILCFNN",1,1,0
"TARA_SAMEA2622715_METAG_EHMKAMPM",1,1,0
"BGEO_SAMN07136530_METAG_MOGIIHNH",0,0,0
"TARA_SAMEA2620947_METAG_HJGLJAGD",1,1,0
"TARA_SAMEA2620947_METAG_LKLMMFAE",1,1,0
"TARA_SAMEA2620947_METAG_CPPLJOHE",1,1,0
"TARA_SAMEA2620947_METAG_FLCMPNEC",1,1,0
"TARA_SAMEA2620947_METAG_GLLMAFGJ",0,1,0
"TARA_SAMEA2620947_METAG_HMFINIAG",1,1,0
"TARA_SAMEA2620947_METAG_KPDOALJI",1,1,0
"TARA_SAMEA2622823_METAG_MDMODJCB",0,0,0
"TARA_SAMEA2622823_METAG_FKEMKFBC",1,1,0
"TARA_SAMEA2622823_METAG_CFMOJEHO",0,1,0
"TARA_SAMEA2622823_METAG_GLIADAGL",1,1,0
"TARA_SAMEA2622823_METAG_EILGFABI",0,0,0
"TARA_SAMEA2622823_METAG_EKHKCFME",0,0,0
"TARA_SAMEA2622823_METAG_NCCKANMM",0,0,0
"TARA_SAMEA2622823_METAG_LKGFMLDG",0,1,0
"TARA_SAMEA2622823_METAG_HCAGBHFB",0,1,0
"TARA_SAMEA2622823_METAG_GLHPGGBP",1,1,0
"TARA_SAMEA2622823_METAG_BHMNEGAP",1,1,0
"TARA_SAMEA2622823_METAG_MPCLEBGO",0,0,0
"TARA_SAMEA2622823_METAG_BHGDDDOD",1,1,0
"TARA_SAMEA2622823_METAG_JJBBAHII",1,1,0
"TARA_SAMEA2622823_METAG_AJKOKDGA",1,1,0
"BGEO_SAMN07136530_METAG_IKMMHNEC",0,0,0
"TARA_SAMEA2622823_METAG_DHBAFAAA",1,1,0
"TARA_SAMEA2622823_METAG_IKAABPBL",0,0,0
"TARA_SAMEA2620421_METAG_JJIDELGP",0,1,0
"TARA_SAMEA2620421_METAG_FOHHMLJE",0,1,0
"TARA_SAMEA4397118_METAG_KJIMOGHI",0,1,0
"TARA_SAMEA4397118_METAG_IMALAEHC",0,1,0
"TARA_SAMEA4397118_METAG_MMBKHPME",0,1,0
"TARA_SAMEA4397118_METAG_AGDBFJOP",0,1,0
"TARA_SAMEA4397118_METAG_PGCEFNEO",1,1,0
"TARA_SAMEA4397118_METAG_KFHBMPOC",1,1,0
"TARA_SAMEA4397118_METAG_NMHHNGIP",1,1,0
"TARA_SAMEA4397118_METAG_PCENGNGK",1,1,0
"TARA_SAMEA4397118_METAG_MIAEDMNK",1,1,0
"TARA_SAMEA4397118_METAG_EHFBEGHA",0,1,0
"TARA_SAMEA4397118_METAG_KHABCPBH",1,1,0
"TARA_SAMEA4397118_METAG_EFPHADLD",0,1,0
"TARA_SAMEA4397118_METAG_OKBJEHDE",1,1,0
"TARA_SAMEA4397118_METAG_OIADDAPJ",0,1,0
"TARA_SAMEA4397118_METAG_CDAJBEFJ",1,1,0
"TARA_SAMEA4397118_METAG_CNKOPAMP",1,1,0
"TARA_SAMEA4397118_METAG_GHBEGJFO",0,1,0
"TARA_SAMEA4397118_METAG_BBOOOMOP",1,1,0
"TARA_SAMEA4397118_METAG_CEBIIJJH",0,1,0
"TARA_SAMEA4397118_METAG_HOEMDMMB",0,1,0
"TARA_SAMEA4397118_METAG_PDBGNEHA",1,1,0
"TARA_SAMEA4397118_METAG_CEPMJKLI",0,1,0
"TARA_SAMEA2623327_METAG_MNEPHLEB",1,1,0
"TARA_SAMEA2623327_METAG_BHMPBOJM",1,1,0
"TARA_SAMEA2623327_METAG_FECMKOOJ",0,1,0
"TARA_SAMEA2623327_METAG_HMDKDAOK",0,1,0
"TARA_SAMEA2620106_METAG_KLKDOILO",0,1,0
"TARA_SAMEA2620106_METAG_JMICEMNF",1,1,0
"BGEO_SAMN07136577_METAG_IFBHGIAD",0,0,0
"BGEO_SAMN07136654_METAG_LHJBCMGE",0,0,0
"TARA_SAMEA2621277_METAG_KJGCIBHL",1,1,0
"TARA_SAMEA2621277_METAG_EMELNMCC",1,1,0
"TARA_SAMEA2621300_METAG_IKNCEMIG",0,1,0
"TARA_SAMEA2621300_METAG_LDKIKIFE",1,1,0
"TARA_SAMEA4397255_METAG_NAPABBBO",1,1,0
"TARA_SAMEA4397255_METAG_KKHJAOMA",1,1,0
"TARA_SAMEA4397255_METAG_DMHMIBFP",0,1,0
"TARA_SAMEA4397255_METAG_IPBBHALJ",0,1,0
"TARA_SAMEA4397255_METAG_JDHKGFGC",0,0,0
"TARA_SAMEA4397255_METAG_FMPEMHCD",0,1,0
"TARA_SAMEA4397255_METAG_MPOFEKGK",1,1,0
"TARA_SAMEA4397255_METAG_FNFPNKCG",0,1,0
"TARA_SAMEA4397255_METAG_ECABCEKH",1,1,0
"TARA_SAMEA4397255_METAG_LJMFPKFB",0,1,0
"TARA_SAMEA4398001_METAG_EDKCCDPC",1,1,0
"TARA_SAMEA4398001_METAG_KIENMMFF",1,1,0
"TARA_SAMEA4398001_METAG_DIPFICBA",1,1,0
"TARA_SAMEA4398001_METAG_HPIBALBF",1,1,0
"TARA_SAMEA4398001_METAG_MNDGFHOE",1,1,0
"TARA_SAMEA4398001_METAG_APKKCKMJ",0,1,0
"TARA_SAMEA4398001_METAG_MLJBBDKI",1,1,0
"TARA_SAMEA4398001_METAG_HCGNAEEI",1,1,0
"TARA_SAMEA4397859_METAG_LCKEABAM",1,1,0
"TARA_SAMEA4397859_METAG_IKEAOLKI",1,1,0
"TARA_SAMEA4397859_METAG_FPHLPMOP",1,1,0
"TARA_SAMEA4397859_METAG_HIMODPNH",0,1,0
"TARA_SAMEA4397859_METAG_JOGIMHJC",0,1,0
"TARA_SAMEA4397859_METAG_GMFDIFPD",1,1,0
"TARA_SAMEA2619791_METAG_DBIBEMEO",1,1,0
"TARA_SAMEA2619791_METAG_GKEHACPP",1,1,0
"TARA_SAMEA2619791_METAG_OKBAKFJP",1,1,0
"TARA_SAMEA2619791_METAG_OKGAGNNG",1,1,0
"TARA_SAMEA2619791_METAG_MAFNDDBL",0,1,0
"TARA_SAMEA2619791_METAG_HIOPPLEJ",1,1,0
"TARA_SAMEA2619791_METAG_JMNJAFDA",1,1,0
"TARA_SAMEA2620027_METAG_FFOMJDGN",1,1,0
"TARA_SAMEA2622497_METAG_BCLLPBMB",1,1,0
"TARA_SAMEA2622497_METAG_JNMAHPGA",1,1,0
"TARA_SAMEA2622497_METAG_NAKNEMBH",1,1,0
"TARA_SAMEA2622497_METAG_FPHAJCEK",1,1,0
"TARA_SAMEA2621021_METAG_EGBCLCKD",1,1,0
"TARA_SAMEA2621021_METAG_MKIGFGMC",1,1,0
"BGEO_SAMN07136567_METAG_KNAIBKAO",0,0,0
"TARA_SAMEA2621021_METAG_JDJBGCFL",1,1,0
"TARA_SAMEA2621021_METAG_LAEDKOJL",0,1,0
"BGEO_SAMN07136567_METAG_CJFMHGJI",0,0,0
"TARA_SAMEA2621021_METAG_GPDEGHBP",1,1,0
"TARA_SAMEA2622212_METAG_AMIONADH",1,1,0
"TARA_SAMEA2621242_METAG_OHGLNCMH",1,1,0
"TARA_SAMEA2621242_METAG_CCKPCKHM",0,1,0
"TARA_SAMEA2621242_METAG_DEJJHANH",1,1,0
"TARA_SAMEA2621242_METAG_FLHFHBAO",0,1,0
"TARA_SAMEA2621242_METAG_AIOKPNEJ",0,1,0
"TARA_SAMEA2621242_METAG_KMPJPGGB",0,1,0
"TARA_SAMEA2621242_METAG_EMONDJCJ",1,1,0
"TARA_SAMEA2621242_METAG_FBMJIAKN",1,1,0
"TARA_SAMEA2621242_METAG_AOBACFJI",1,1,0
"TARA_SAMEA2621242_METAG_MCEMBNOM",0,1,0
"TARA_SAMEA2621242_METAG_KGAEPMHG",0,0,0
"TARA_SAMEA2621242_METAG_GNKKBIPP",0,0,0
"TARA_SAMEA2621242_METAG_HOBIHNJG",0,1,0
"TARA_SAMEA2621242_METAG_JDLPNCFM",1,1,0
"TARA_SAMEA2622657_METAG_HLFHAIFI",1,1,0
"TARA_SAMEA2622657_METAG_ALIFFOPP",0,0,1
"BGEO_SAMN07136506_METAG_NCABPLKN",0,0,0
"BGEO_SAMN07136506_METAG_HJDNMMLC",0,0,0
"TARA_SAMEA2622657_METAG_PIJOFFNN",1,1,0
"TARA_SAMEA2621151_METAG_CFNECBGB",1,1,0
"TARA_SAMEA2621085_METAG_OBCDKDDM",1,1,0
"TARA_SAMEA4397747_METAG_EGGMJIAM",1,1,0
"TARA_SAMEA4397747_METAG_FPBHCOLE",1,1,0
"TARA_SAMEA4397747_METAG_BOFKKDBM",1,1,0
"TARA_SAMEA4397747_METAG_FCGPJEHN",1,1,0
"TARA_SAMEA4397747_METAG_OMPJFLGB",1,1,0
"TARA_SAMEA4397747_METAG_BLANFMDP",1,1,0
"TARA_SAMEA2619677_METAG_ALENKGGI",1,1,0
"TARA_SAMEA2619677_METAG_CAPHGMGC",0,0,0
"TARA_SAMEA2619677_METAG_HBPDHLHH",0,1,0
"TARA_SAMEA2619677_METAG_GGPMHKAL",1,1,0
"TARA_SAMEA2619677_METAG_BBAGDBNG",0,1,0
"TARA_SAMEA2622242_METAG_IIOJKKEC",1,1,0
"TARA_SAMEA2622242_METAG_INLHJHGL",1,1,0
"TARA_SAMEA2619779_METAG_MPGJFOMO",1,1,0
"TARA_SAMEA2620413_METAG_HJGOFLNN",1,1,0
"TARA_SAMEA2620413_METAG_LOJGNKDC",1,1,0
"TARA_SAMEA2620413_METAG_OKCJEKJA",1,1,0
"TARA_SAMEA2620413_METAG_GLKBFLDN",1,1,0
"TARA_SAMEA2620413_METAG_GEBGHKBI",0,1,0
"TARA_SAMEA2621010_METAG_EFEPPEGA",1,1,0
"TARA_SAMEA2620078_METAG_FMGBLKKN",1,1,0
"TARA_SAMEA2620078_METAG_CJHBKDPI",1,1,0
"TARA_SAMEA2621203_METAG_PEDIBFEO",0,0,0
"TARA_SAMEA2621203_METAG_MPGFMLKK",0,1,0
"TARA_SAMEA2621204_METAG_FGKOOEII",1,1,0
"TARA_SAMEA2621204_METAG_NCHGFNFE",0,1,0
"TARA_SAMEA2621204_METAG_ADKMBKIJ",1,1,0
"TARA_SAMEA2622676_METAG_LOOMOFGN",1,1,0
"TARA_SAMEA2622694_METAG_GLIIGEOH",0,1,0
"TARA_SAMEA2622694_METAG_IOFBFEKK",1,1,0
"TARA_SAMEA2622694_METAG_OGCLAADG",1,1,0
"TARA_SAMEA2622694_METAG_PPPLINPE",1,1,0
"BGEO_SAMN07136506_METAG_CHIAOILE",0,0,0
"TARA_SAMEA2621075_METAG_IGPNHLJP",0,1,0
"TARA_SAMEA2621075_METAG_BMBGPNCB",0,1,0
"BATS_SAMN07137090_METAG_KONAJOAK",0,0,0
"TARA_SAMEA2621075_METAG_CCCFLJIM",1,1,0
"BATS_SAMN07137090_METAG_JPBGPJII",0,0,0
"BGEO_SAMN07136900_METAG_MCAOMLEJ",0,0,0
"TARA_SAMEA2621075_METAG_LNFHKBFF",1,1,0
"TARA_SAMEA2621075_METAG_IKGMBPOA",1,1,0
"TARA_SAMEA2621075_METAG_BFKNLMEL",0,1,0
"TARA_SAMEA2622801_METAG_PNHJKIGD",1,1,0
"TARA_SAMEA2622801_METAG_OKNOMLIK",0,1,0
"TARA_SAMEA2622801_METAG_OBIINJFF",0,0,0
"TARA_SAMEA2622801_METAG_JOGKPPEL",0,1,0
"BATS_SAMN07137071_METAG_HJFFGPIG",0,0,0
"TARA_SAMEA2622801_METAG_BCPHODBE",1,1,0
"TARA_SAMEA2622801_METAG_HNADMPAI",1,1,0
"TARA_SAMEA2622801_METAG_GLDMIMJA",1,1,0
"TARA_SAMEA2622801_METAG_NDCGAIOI",0,0,0
"TARA_SAMEA2622801_METAG_GCOBLAHL",0,0,0
"BATS_SAMN07137096_METAG_CFFCMBMP",0,0,0
"TARA_SAMEA2622801_METAG_OCGJHKDK",0,1,0
"TARA_SAMEA2622801_METAG_EKMIDAGJ",1,1,0
"TARA_SAMEA2622801_METAG_AHOIAMPO",1,1,0
"TARA_SAMEA2622801_METAG_GFHFOCMK",1,1,0
"TARA_SAMEA2622801_METAG_PMNJHGLM",1,1,0
"TARA_SAMEA2622801_METAG_FJILKMCF",1,1,0
"TARA_SAMEA2622801_METAG_ICJDCNKC",0,0,0
"TARA_SAMEA2622801_METAG_CCCIEGHH",0,1,0
"TARA_SAMEA2622801_METAG_CEFHJFCC",1,1,0
"TARA_SAMEA2622801_METAG_GNKNKJMK",1,1,0
"TARA_SAMEA2622801_METAG_ECAHMIGO",1,1,0
"TARA_SAMEA2622801_METAG_LJELNJIM",1,1,0
"TARA_SAMEA2622801_METAG_JIKAPJMJ",1,1,1
"TARA_SAMEA4397215_METAG_KPKNNGDE",0,1,0
"TARA_SAMEA4397215_METAG_HKNGHGKC",0,1,0
"TARA_SAMEA4397215_METAG_MJKAJGGN",1,1,0
"TARA_SAMEA4397215_METAG_EGAAIAML",0,1,0
"TARA_SAMEA4397215_METAG_JKNLCGCP",0,1,0
"TARA_SAMEA4397215_METAG_GIHNDBCM",1,1,0
"TARA_SAMEA4397215_METAG_GPPECIMP",1,1,1
"TARA_SAMEA4397215_METAG_EBIKJBKC",1,1,0
"TARA_SAMEA4397215_METAG_JEBLCNHH",1,1,0
"TARA_SAMEA4397215_METAG_JGMBBPDK",1,1,0
"TARA_SAMEA4397215_METAG_AFMLMLCM",0,1,0
"TARA_SAMEA4397215_METAG_IGCDLODE",0,1,0
"TARA_SAMEA4397215_METAG_IPKBPBEB",1,1,0
"TARA_SAMEA2622799_METAG_ODFMPODL",0,1,0
"TARA_SAMEA2622678_METAG_IIGJOLCP",1,1,0
"TARA_SAMEA2622678_METAG_FFCCCHJL",0,1,0
"TARA_SAMEA2622678_METAG_AMFPKMPN",0,1,0
"TARA_SAMEA2622678_METAG_PLPPAPBG",0,0,0
"TARA_SAMEA2622678_METAG_HOBPKFKF",0,1,0
"TARA_SAMEA2622678_METAG_KGFMGFIB",1,1,0
"TARA_SAMEA2622678_METAG_EDMLIGDO",1,1,0
"TARA_SAMEA2622678_METAG_AIMOELNA",1,1,0
"TARA_SAMEA4397772_METAG_ALNCDPMA",1,1,0
"TARA_SAMEA2621247_METAG_KHACKNDA",1,1,0
"TARA_SAMEA2621247_METAG_DGDODEBO",1,1,0
"TARA_SAMEA2621045_METAG_GOGBBBHG",1,1,0
"BATS_SAMN07137096_METAG_DDLPOOEM",0,0,0
"TARA_SAMEA2621045_METAG_FCDLAAMK",1,1,0
"TARA_SAMEA2621045_METAG_PHJCLNCN",1,1,0
"BATS_SAMN07137096_METAG_CDKGNHGG",0,0,0
"BATS_SAMN07137096_METAG_NMDBCOIE",0,0,0
"TARA_SAMEA2620035_METAG_LEKHLCMO",0,1,0
"TARA_SAMEA2620035_METAG_OLDPKKOE",1,1,0
"TARA_SAMEA2620035_METAG_FCOHJMAC",1,1,0
"TARA_SAMEA2620035_METAG_FDNHICKD",1,1,0
"TARA_SAMEA2620035_METAG_FAFHJFKG",0,1,0
"TARA_SAMEA2620035_METAG_EHHLOMPA",1,1,0
"TARA_SAMEA2621859_METAG_GAEHGPFE",1,1,0
"TARA_SAMEA2621859_METAG_OBINDPII",1,1,0
"TARA_SAMEA2621859_METAG_NKJEDIGE",0,1,0
"TARA_SAMEA2621859_METAG_OFPIMBEP",1,1,0
"TARA_SAMEA2621859_METAG_INLEDHPL",0,1,0
"TARA_SAMEA2621859_METAG_BLBOAJGJ",1,1,0
"TARA_SAMEA2621859_METAG_FLIDGNCK",0,0,0
"TARA_SAMEA2621859_METAG_MGGOPMBO",0,1,0
"TARA_SAMEA2622518_METAG_JKGDEDKB",1,1,0
"TARA_SAMEA2622518_METAG_AJBENJFF",0,1,0
"TARA_SAMEA2622518_METAG_CDPNIGGJ",0,0,1
"BATS_SAMN07137110_METAG_EFFFKHNM",0,0,0
"BGEO_SAMN07136630_METAG_OMOMDHGD",0,0,0
"TARA_SAMEA2622452_METAG_JJHGFHKE",1,1,0
"TARA_SAMEA2622452_METAG_BPPPEHIE",1,1,0
"TARA_SAMEA2622452_METAG_JGGCHJMC",1,1,0
"TARA_SAMEA2622452_METAG_ACGDMEMK",1,1,1
"TARA_SAMEA2622452_METAG_MFOPDHBC",1,1,0
"BGEO_SAMN07136516_METAG_FHKPLGHH",0,0,0
"BATS_SAMN07137117_METAG_JGAFCDIE",0,0,0
"TARA_SAMEA2622452_METAG_FNHOENCH",0,0,1
"BATS_SAMN07137117_METAG_JPEHJABO",0,0,0
"TARA_SAMEA2621198_METAG_MIKEPJAE",1,1,0
"TARA_SAMEA2621198_METAG_CHJCPLKJ",1,1,0
"TARA_SAMEA2620815_METAG_INOFKKEI",1,1,0
"TARA_SAMEA2620815_METAG_BAJEEDEG",1,1,0
"TARA_SAMEA2620815_METAG_IBALEGFH",0,0,0
"TARA_SAMEA2620815_METAG_NGCKHBDJ",1,1,0
"TARA_SAMEA2622376_METAG_KBAMCEAM",0,1,0
"TARA_SAMEA2622376_METAG_BHCALEEO",1,1,0
"TARA_SAMEA2622376_METAG_HIADCEMP",1,1,0
"TARA_SAMEA2622376_METAG_BAACFOIL",1,1,0
"BGEO_SAMN07136887_METAG_JKIEOKFP",0,0,0
"TARA_SAMEA2622376_METAG_ACGCJGPM",0,1,0
"TARA_SAMEA2621176_METAG_LNNLNJLH",0,1,0
"TARA_SAMEA2621176_METAG_EKLCKMDK",0,0,0
"TARA_SAMEA2621176_METAG_PNBBENDI",0,0,0
"TARA_SAMEA2619857_METAG_MMPNMHLK",1,1,1
"TARA_SAMEA2619857_METAG_LKAHBEPF",1,1,0
"TARA_SAMEA2619857_METAG_BNKFFFBL",0,0,1
"TARA_SAMEA2619857_METAG_FNOLNFHI",1,1,0
"TARA_SAMEA2619857_METAG_BABBAFAA",0,1,0
"BGEO_SAMN07136887_METAG_OJHFCCDJ",0,0,0
"TARA_SAMEA2619857_METAG_OOCNFJPC",0,1,0
"TARA_SAMEA2622316_METAG_ALKEKBGG",0,1,0
"TARA_SAMEA2622316_METAG_CFHFCKCK",1,1,0
"TARA_SAMEA2622316_METAG_DNGIKLCH",1,1,0
"TARA_SAMEA2622316_METAG_BLKFHGNH",1,1,0
"HOTS_SAMN07137036_METAG_EBJJJFLD",0,0,0
"TARA_SAMEA2622316_METAG_HMMPOBFH",1,1,0
"HOTS_SAMN07137003_METAG_IJLGNFLF",0,0,0
"TARA_SAMEA2622316_METAG_PGHNOAFB",1,1,0
"TARA_SAMEA2619927_METAG_MEJAMGAC",1,1,1
"TARA_SAMEA2619927_METAG_FFCNDJCD",0,0,0
"TARA_SAMEA2619927_METAG_OCFLKEKL",1,1,0
"HOTS_SAMN07137003_METAG_EDDLDMJJ",0,0,0
"TARA_SAMEA2623907_METAG_CFKNGGCL",1,1,0
