,Step1,Step2,Step3,Step4,Step5,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
BGEO_SAMN07136557_METAG_GLFHNAHF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,MAG
BGEO_SAMN07136510_METAG_BEIAAODB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,81.6,MAG
BGEO_SAMN07136695_METAG_JOOOCOGO,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,85.46,MAG
BGEO_SAMN07136824_METAG_JIEMKLBB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92,MAG
BGEO_SAMN07136680_METAG_NINBMCNL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,78.81,MAG
BATS_SAMN07137098_METAG_KDLBKOGG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,87.72,MAG
BGEO_SAMN07136859_METAG_AKOCEGHH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,82.02,MAG
BGEO_SAMN07136744_METAG_DAILACLH,0,0,0,0,0,0,0,0,Archaea-Nitrosopumilaceae,79.55,MAG
BGEO_SAMN07136647_METAG_NLCGAOOA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,81.46,MAG
BATS_SAMN07137085_METAG_JNAMCKLG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,96.36,MAG
BGEO_SAMN07136638_METAG_OGPPIPDF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,86,MAG
BGEO_SAMN07136638_METAG_DGPHMCDG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,83.52,MAG
MALA_SAMN05422194_METAG_PCFGBHLA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,81.64,MAG
MALA_SAMN05422136_METAG_CFNFCHDD,0,0,0,0,0,0,0,0,Gamma-Other,77.23,MAG
MALA_SAMN05422226_METAG_EKPLMNJC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,91.47,MAG
MALA_SAMN05422226_METAG_NELIBDBN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,94.54,MAG
MALA_SAMN05421563_METAG_GDOADBFK,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,75.6,MAG
MALA_SAMN05421699_METAG_JIJFALML,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.41,MAG
MALA_SAMN05421699_METAG_ACDJADOH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.02,MAG
MALA_SAMN05421699_METAG_KJBLLHLE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.54,MAG
MALA_SAMN05422122_METAG_JACOJCMO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,82.14,MAG
MALA_SAMN05422122_METAG_CKBPOFGO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.07,MAG
MALA_SAMN05422175_METAG_ELIMMFFE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,84.98,MAG
MALA_SAMN05422175_METAG_OLCMIKIN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,97.72,MAG
MALA_SAMN05422175_METAG_LCAKIIIE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,91.81,MAG
MALA_SAMN05422140_METAG_NKOAKJKA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,87.44,MAG
MALA_SAMN05422104_METAG_HGDEBLDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.34,MAG
MALA_SAMN05422104_METAG_JDCGNJAG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.32,MAG
MALA_SAMN05422104_METAG_HICMFKHG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,97.89,MAG
MALA_SAMN05422189_METAG_HMCFPIOA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,86.41,MAG
MALA_SAMN05422121_METAG_MEMALNFD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.37,MAG
MALA_SAMN05422121_METAG_PMNELIKC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,95.51,MAG
MALA_SAMN05422149_METAG_HPPCHCEF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,92.06,MAG
MALA_SAMN05422149_METAG_HCNNMKLE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,93.72,MAG
MALA_SAMN05422149_METAG_IEPELFMA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,89.96,MAG
MALA_SAMN05422195_METAG_KAKDADMC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,87.34,MAG
MALA_SAMN05422195_METAG_NEANBIPH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.32,MAG
MALA_SAMN05421706_METAG_PHJHNDCF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,95.2,MAG
MALA_SAMN05421706_METAG_DECGBFOP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,89.06,MAG
MALA_SAMN05422133_METAG_ADEFELBG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,95.46,MAG
MALA_SAMN05422133_METAG_MMGBPPIN,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,93.29,MAG
MALA_SAMN05422133_METAG_FNEHNFBK,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,83.78,MAG
MALA_SAMN05422166_METAG_PHPIFGHP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.16,MAG
MALA_SAMN05422166_METAG_LIPHNDPD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,80.94,MAG
MALA_SAMN05422117_METAG_NBFBPIHC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.99,MAG
MALA_SAMN05421660_METAG_KCFPKICE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,90.99,MAG
MALA_SAMN05421660_METAG_AKFNKDEK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.24,MAG
MALA_SAMN05422148_METAG_CIJEHAMJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.66,MAG
MALA_SAMN05422148_METAG_LBPIAHEB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.27,MAG
MALA_SAMN05422148_METAG_NDJFDIOK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,91.42,MAG
MALA_SAMN05422148_METAG_BICMPFEL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,91.6,MAG
MALA_SAMN05422148_METAG_LAEONHEK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.22,MAG
MALA_SAMN05422148_METAG_FCOMONOA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,95.02,MAG
MALA_SAMN05422111_METAG_KHJCJCMD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,95.33,MAG
MALA_SAMN05422111_METAG_BKBPFIPG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.06,MAG
MALA_SAMN05421901_METAG_NCIHGEED,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.52,MAG
MALA_SAMN05422138_METAG_APBEINND,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,75.96,MAG
MALA_SAMN05422138_METAG_KILHIAMI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.02,MAG
MALA_SAMN05422138_METAG_KOJEGGEL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.22,MAG
MALA_SAMN05422183_METAG_ADJPCION,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,90.34,MAG
MALA_SAMN05422183_METAG_DDAFPEJC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.98,MAG
MALA_SAMN05422107_METAG_BHNCMDMP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.48,MAG
MALA_SAMN05422152_METAG_KHCFHFCA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,88.95,MAG
MALA_SAMN05422152_METAG_DCIDIPOJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,91.22,MAG
MALA_SAMN05422152_METAG_EOCMCBJO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.21,MAG
MALA_SAMN05422163_METAG_FPKINHBA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,83.5,MAG
MALA_SAMN05422171_METAG_ILFAOIGK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.83,MAG
MALA_SAMN05422113_METAG_MMMIMIBM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,91.23,MAG
MALA_SAMN05422113_METAG_EOAGBMHA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.09,MAG
MALA_SAMN05422113_METAG_MMKICJMF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,91.19,MAG
MALA_SAMN05422192_METAG_OPGIDGFE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,86.74,MAG
MALA_SAMN05422192_METAG_FMDMGIFD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.86,MAG
MALA_SAMN05422192_METAG_OLOJNECD,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,95.56,MAG
MALA_SAMN05422165_METAG_OLNGBDLB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,81.94,MAG
MALA_SAMN05422130_METAG_LBFLGNDE,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,82.13,MAG
MALA_SAMN05422143_METAG_MKOHEMBE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,95.34,MAG
MALA_SAMN05421697_METAG_OILIAGNK,0,0,0,0,0,0,0,0,Bacteria-Other,89.71,MAG
MALA_SAMN05422191_METAG_CCFOIEBK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,90.6,MAG
MALA_SAMN05422168_METAG_GOCFBEKE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.32,MAG
MALA_SAMN05422128_METAG_AJGGCPDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.91,MAG
TARA_SAMN05326644_METAG_PON00005,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.47,MAG
TARA_SAMN05326644_METAG_PON00026,0,0,0,0,0,0,0,0,SAR324,79.81,MAG
TARA_SAMN05326644_METAG_PON00039,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,77.77,MAG
TARA_SAMN05326645_METAG_PSE00001,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,99.64,MAG
TARA_SAMN05326645_METAG_PSE00011,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.84,MAG
TARA_SAMN05326650_METAG_MED00041,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,91.96,MAG
TARA_SAMN05326650_METAG_MED00066,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,80.35,MAG
BGEO_SAMN07136616_METAG_LKFMCAJA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,86.36,MAG
BATS_SAMN07137087_METAG_BPFGOMMN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,83,MAG
TARA_SAMN05326645_METAG_PSE00023,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,95.51,MAG
TARA_SAMN05326645_METAG_PSE00027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,96.26,MAG
TARA_SAMN05326645_METAG_PSE00028,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.43,MAG
TARA_SAMN05326645_METAG_PSE00035,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,92.19,MAG
TARA_SAMN05326645_METAG_PSE00044,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,86.28,MAG
TARA_SAMN05326645_METAG_PSE00104,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,78.41,MAG
TARA_SAMN05326646_METAG_PSW00002,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.86,MAG
TARA_SAMN05326646_METAG_PSW00004,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.46,MAG
TARA_SAMN05326646_METAG_PSW00022,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,90.38,MAG
TARA_SAMN05326646_METAG_PSW00027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,92.71,MAG
TARA_SAMN05326646_METAG_PSW00065,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,88.38,MAG
BGEO_SAMN07136639_METAG_CAEGINHC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.23,MAG
TARA_SAMN05326646_METAG_PSW00089,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,79.39,MAG
TARA_SAMN05326646_METAG_PSW00096,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,77.42,MAG
TARA_SAMN05326643_METAG_ASW00003,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Other,84.44,MAG
TARA_SAMN05326647_METAG_ION00007,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.41,MAG
TARA_SAMN05326647_METAG_ION00009,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,95.5,MAG
TARA_SAMN05326647_METAG_ION00016,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.46,MAG
TARA_SAMN05326647_METAG_ION00037,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,78.8,MAG
TARA_SAMN05326647_METAG_ION00038,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,80.06,MAG
TARA_SAMN05326648_METAG_IOS00004,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.98,MAG
TARA_SAMN05326648_METAG_IOS00020,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,90.29,MAG
TARA_SAMN05326648_METAG_IOS00035,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Verrucomicrobiota,84,MAG
TARA_SAMN05326650_METAG_MED00001,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,95.82,MAG
TARA_SAMN05326650_METAG_MED00006,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.96,MAG
TARA_SAMN05326650_METAG_MED00013,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.72,MAG
TARA_SAMN05326650_METAG_MED00022,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,95.3,MAG
TARA_SAMN05326651_METAG_RED00004,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,96.96,MAG
TARA_SAMN05326651_METAG_RED00008,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Acidobacteriota,95.61,MAG
TARA_SAMN05326651_METAG_RED00026,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.97,MAG
TARA_SAMN05326651_METAG_RED00036,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,90.72,MAG
TARA_SAMN05326651_METAG_RED00050,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,85.57,MAG
TARA_SAMN05326651_METAG_RED00081,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Acidobacteriota,81.02,MAG
TARA_SAMN05326640_METAG_ANE00002,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.2,MAG
TARA_SAMN05326640_METAG_ANE00006,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,91.4,MAG
TARA_SAMN05326640_METAG_ANE00007,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,91.63,MAG
BGEO_SAMN07136518_METAG_ECAIMBFI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,81.24,MAG
TARA_SAMN05326641_METAG_ANW00003,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.97,MAG
TARA_SAMN05326641_METAG_ANW00005,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.1,MAG
TARA_SAMN05326641_METAG_ANW00007,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,94.31,MAG
TARA_SAMN05326641_METAG_ANW00035,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,85.94,MAG
GORG_SAMEA6070137_SAGS_AG894F20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,77.91,SAG
GORG_SAMEA6070151_SAGS_AG894G16,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,82.41,SAG
GORG_SAMEA6078132_SAGS_AG343D04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,80.23,SAG
GORG_SAMEA6070163_SAGS_AG894I06,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,88.9,SAG
GORG_SAMEA6070230_SAGS_AG894N05,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,94.7,SAG
GORG_SAMEA6077607_SAGS_AG333F14,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,77.99,SAG
GORG_SAMEA6074575_SAGS_AG918F13,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,87.42,SAG
GORG_SAMEA6075502_SAGS_AG404K13,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,89.56,SAG
GORG_SAMEA6069754_SAGS_AG892J04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.1,SAG
GORG_SAMEA6069755_SAGS_AG892J05,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,76.66,SAG
GORG_SAMEA6072715_SAGS_AG909G18,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,80.13,SAG
GORG_SAMEA6070422_SAGS_AG895M18,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,82.22,SAG
GORG_SAMEA6077809_SAGS_AG337B04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,82.14,SAG
GORG_SAMEA6077877_SAGS_AG337E20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,88.6,SAG
GORG_SAMEA6072009_SAGS_AG904O22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,90.46,SAG
GORG_SAMEA6072427_SAGS_AG907P15,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,76.75,SAG
GORG_SAMEA6073770_SAGS_AG914I23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,80.31,SAG
GORG_SAMEA6074323_SAGS_AG917B09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,81.24,SAG
GORG_SAMEA6074373_SAGS_AG917F02,0,0,0,0,0,0,0,0,Verrucomicrobiota,83.35,SAG
GORG_SAMEA6070834_SAGS_AG898B20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,88.54,SAG
GORG_SAMEA6074485_SAGS_AG917O08,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,75.46,SAG
GORG_SAMEA6079423_SAGS_AG470K05,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,84.7,SAG
GORG_SAMEA6074061_SAGS_AG915O02,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,89.14,SAG
GORG_SAMEA6068104_SAGS_AH324M21,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,88.21,SAG
GORG_SAMEA6079711_SAGS_AG426N14,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,76.41,SAG
GORG_SAMEA6069918_SAGS_AG893F20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,77.18,SAG
GORG_SAMEA6072236_SAGS_AG907B11,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,78.34,SAG
GORG_SAMEA6072855_SAGS_AG910B20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,84.34,SAG
GORG_SAMEA6072896_SAGS_AG910E10,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,75.39,SAG
GORG_SAMEA6073123_SAGS_AG911F13,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,85.62,SAG
GORG_SAMEA6073201_SAGS_AG911L17,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,84.76,SAG
GORG_SAMEA6069957_SAGS_AG893J15,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,79.09,SAG
GORG_SAMEA6069959_SAGS_AG893J17,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Puniceispirilla,97.03,SAG
GORG_SAMEA6069979_SAGS_AG893K23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.72,SAG
GORG_SAMEA6071168_SAGS_AG899M02,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,77.84,SAG
GORG_SAMEA6073590_SAGS_AG913K22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,75.92,SAG
GORG_SAMEA6069714_SAGS_AG892F10,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.98,SAG
GORG_SAMEA6074758_SAGS_AG919G03,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,78.42,SAG
GORG_SAMEA6075214_SAGS_AG349G20,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.28,SAG
GORG_SAMEA6075216_SAGS_AG349G23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.71,SAG
GORG_SAMEA6079566_SAGS_AG426D16,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,80.47,SAG
GORG_SAMEA6071288_SAGS_AG900E06,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,86.1,SAG
GORG_SAMEA6070264_SAGS_AG894P13,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,93.74,SAG
GORG_SAMEA6070310_SAGS_AG895D05,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,92.51,SAG
BGEO_SAMN07136509_METAG_BKDGCBPN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.16,MAG
GORG_SAMEA6077325_SAGS_AG325G09,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,75.32,SAG
GORG_SAMEA6077355_SAGS_AG325I21,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Puniceispirilla,81.54,SAG
GORG_SAMEA6073732_SAGS_AG914F07,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,76.35,SAG
GORG_SAMEA6080251_SAGS_AG439D21,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,82.78,SAG
GORG_SAMEA6070473_SAGS_AG896A03,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.57,SAG
GORG_SAMEA6070481_SAGS_AG896A16,0,0,0,0,0,0,0,0,Alpha-Other,85.46,SAG
GORG_SAMEA6070529_SAGS_AG896E23,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,83.46,SAG
GORG_SAMEA6077936_SAGS_AG337I22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,78.61,SAG
GORG_SAMEA6071059_SAGS_AG899D22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-SAR86,77.43,SAG
GORG_SAMEA6071072_SAGS_AG899E18,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,80.39,SAG
GORG_SAMEA6070578_SAGS_AG896J04,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,78.08,SAG
GORG_SAMEA6070620_SAGS_AG896M03,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,82.29,SAG
GORG_SAMEA6074161_SAGS_AG916E22,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,80.57,SAG
MARD_SAMN08886321_SAGS_MMP08886321,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,91.02,SAG
MARD_SAMN08886322_SAGS_MMP08886322,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,84.55,SAG
MARD_SAMN08886325_SAGS_MMP08886325,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,95.38,SAG
MARD_SAMN08886327_SAGS_MMP08886327,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,88.96,SAG
MARD_SAMN08886335_SAGS_MMP08886335,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,91.72,SAG
MARD_SAMN08886343_SAGS_MMP08886343,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,89.74,SAG
MARD_SAMN08886369_SAGS_MMP08886369,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Other,91.52,SAG
MARD_SAMN08886387_SAGS_MMP08886387,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,83.66,SAG
MARD_SAMN08886393_SAGS_MMP08886393,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,93.16,SAG
MARD_SAMN08886407_SAGS_MMP08886407,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,94.21,SAG
MARD_SAMN08886418_SAGS_MMP08886418,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,76.52,SAG
MARD_SAMN08886424_SAGS_MMP08886424,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,82.9,SAG
MARD_SAMN08886425_SAGS_MMP08886425,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,85.76,SAG
MARD_SAMN08886442_SAGS_MMP08886442,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,80.48,SAG
MARD_SAMN08886446_SAGS_MMP08886446,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,91.98,SAG
MARD_SAMN08886450_SAGS_MMP08886450,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.76,SAG
MARD_SAMN08886495_SAGS_MMP08886495,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,81.82,SAG
