,Step1,Step2,Step3,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA4397798_METAG_KKNFBHFK,1,1,1,1,1,1,Alpha-Rhodobacter,85.32,MAG
TARA_SAMEA4397072_METAG_FNJOLAKH,0,0,0,0,0,0,Verrucomicrobiota,93.76,MAG
TARA_SAMEA4397311_METAG_ABPPOKKB,1,1,0,1,0,1,Alpha-Rhodobacter,98.65,MAG
TARA_SAMEA4398176_METAG_INFHCMOL,1,1,0,1,0,1,Alpha-Rhodobacter,96.4,MAG
TARA_SAMEA4398176_METAG_OPIGJALF,1,1,0,1,0,1,Alpha-Rhodobacter,95.36,MAG
TARA_SAMEA4398176_METAG_EEMEGEEN,0,1,1,0.5,1,1,Alpha-Other,86.02,MAG
TARA_SAMEA4397355_METAG_KCONGBFG,0,0,0,0,0,0,Gamma-Other,93.12,MAG
TARA_SAMEA4397730_METAG_DEMECKJL,0,0,1,0,1,1,Acidobacteriota,90.18,MAG
TARA_SAMEA4398067_METAG_KCPPIFMG,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,94.36,MAG
TARA_SAMEA4398067_METAG_AEFEMGOH,0,0,0,0,0,0,Verrucomicrobiota,95.42,MAG
TARA_SAMEA4398067_METAG_AODAAFBN,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,80.07,MAG
TARA_SAMEA4398067_METAG_DFDENNGN,1,1,0,1,0,1,Gamma-Other,76.92,MAG
TARA_SAMEA4398067_METAG_GFOFJNFI,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,77.98,MAG
TARA_SAMEA2621232_METAG_OFIAGHJH,0,0,0,0,0,0,Archaea-Other,85.44,MAG
TARA_SAMEA4397472_METAG_GDHFHFMM,1,1,0,1,0,1,Gamma-Other,75.03,MAG
TARA_SAMEA4397004_METAG_JPDEEDJH,0,0,0,0,0,0,Bacteria-Other,99.2,MAG
TARA_SAMEA4397004_METAG_OCACEJAG,0,0,0,0,0,0,Alpha-Other,90.15,MAG
TARA_SAMEA4396468_METAG_PMKCLFEO,0,0,0,0,0,0,Verrucomicrobiota,93.77,MAG
TARA_SAMEA4396468_METAG_IJNKHNMO,0,0,0,0,0,0,Bacteria-Other,80.31,MAG
TARA_SAMEA2621232_METAG_PLNAJDND,0,0,0,0,0,0,Archaea-Other,83.13,MAG
BGEO_SAMN07136762_METAG_HONJKJFC,0,0,0,0,0,0,Cyano-Pro,84.8,MAG
BGEO_SAMN07136941_METAG_IPPKPCOF,0,0,0,0,0,0,Cyano-Syn,90.04,MAG
BGEO_SAMN07136799_METAG_MMMMDLND,0,0,0,0,0,0,Chloroflexota,95.2,MAG
BGEO_SAMN07136727_METAG_DGMMJFAF,0,0,0,0,0,0,Chloroflexota,95.2,MAG
BGEO_SAMN07136710_METAG_IMMBNPOM,0,0,0,0,0,0,Gamma-Other,100,MAG
BGEO_SAMN07136905_METAG_LKICKCKI,0,0,0,0,0,0,Cyano-Pro,81.32,MAG
BGEO_SAMN07136696_METAG_MLGHLEEL,0,0,0,0,0,0,Cyano-Pro,86.24,MAG
BGEO_SAMN07136554_METAG_JACLMMPH,0,0,0,0,0,0,Gamma-Other,98.58,MAG
BGEO_SAMN07136606_METAG_HAKLAEPD,0,0,0,0,0,0,Cyano-Syn,81.41,MAG
BGEO_SAMN07136698_METAG_OEGNKJEF,0,0,0,0,0,0,Cyano-Pro,84.87,MAG
BGEO_SAMN07136753_METAG_FPKHJEMF,0,0,0,0,0,0,Cyano-Pro,86.88,MAG
BGEO_SAMN07136752_METAG_KLGBMELL,0,0,0,0,0,0,Cyano-Pro,86.33,MAG
BGEO_SAMN07136708_METAG_KAJBENCP,0,0,0,0,0,0,Gamma-Other,80.49,MAG
BGEO_SAMN07136706_METAG_CMFOPOJG,0,0,0,0,0,0,Cyano-Syn,89.68,MAG
BGEO_SAMN07136944_METAG_CEAFCBEO,0,0,0,0,0,0,Cyano-Syn,88.79,MAG
BGEO_SAMN07136900_METAG_ADPNHCBL,0,0,0,0,0,0,Chloroflexota,92.86,MAG
BATS_SAMN07137071_METAG_PONJEGOG,0,0,0,0,0,0,Cyano-Syn,83.36,MAG
BGEO_SAMN07136942_METAG_BLJPHDCG,0,0,0,0,0,0,Cyano-Syn,84.92,MAG
BGEO_SAMN07136585_METAG_MJHNAHHN,0,0,0,0,0,0,Cyano-Pro,88.54,MAG
BGEO_SAMN07136825_METAG_ACAAAIMF,0,0,0,0,0,0,Chloroflexota,95.2,MAG
BGEO_SAMN07136751_METAG_OBOFMLHN,0,0,0,0,0,0,Cyano-Pro,81.96,MAG
TARA_SAMEA2623390_METAG_KIHAIACD,1,0,0,0.5,0,0.5,Archaea-Other,82.2,MAG
HOTS_SAMN07137059_METAG_PMKAHHED,0,0,0,0,0,0,Planctomycetota,96.29,MAG
HOTS_SAMN07137059_METAG_GCHHNHBI,0,0,0,0,0,0,Verrucomicrobiota,96,MAG
HOTS_SAMN07137009_METAG_HOKOCFPA,0,0,0,0,0,0,Planctomycetota,94.22,MAG
BGEO_SAMN07136939_METAG_GLHAKDIJ,0,0,0,0,0,0,Cyano-Syn,80.48,MAG
BGEO_SAMN07136638_METAG_ONFPDEBI,0,0,0,0,0,0,Cyano-Pro,88.53,MAG
BATS_SAMN07137119_METAG_KMAJOMNB,0,0,0,0,0,0,Cyano-Pro,88.67,MAG
BGEO_SAMN07136607_METAG_KDKFLKCE,0,0,0,0,0,0,Cyano-Syn,77.09,MAG
MALA_SAMN05422194_METAG_IIAHLBOG,0,0,0,0,0,0,Gamma-Other,86.78,MAG
MALA_SAMN05421699_METAG_CLHBCOKF,0,0,0,0,0,0,Chloroflexota,95.24,MAG
MALA_SAMN05421699_METAG_FNGIEPGD,0,0,0,0,0,0,Actinobacteriota,92.58,MAG
MALA_SAMN05422122_METAG_JKIMJOKL,0,0,0,0,0,0,SAR324,92.8,MAG
MALA_SAMN05422122_METAG_EAEHONNA,0,0,0,0,0,0,Bacteroidota,99.45,MAG
MALA_SAMN05422122_METAG_NEMGCJEA,0,0,0,0,0,0,Chloroflexota,93.14,MAG
MALA_SAMN05422175_METAG_GACELPJF,0,0,0,0,0,0,Alpha-Other,97.45,MAG
MALA_SAMN05422175_METAG_FLAPKNAB,0,0,0,0,0,0,Actinobacteriota,81.22,MAG
MALA_SAMN05422104_METAG_KIJJMMJF,1,0,0,0.5,0,0.5,Actinobacteriota,76.58,MAG
MALA_SAMN05422104_METAG_HIONBNBB,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,79.14,MAG
MALA_SAMN05422149_METAG_GCFKDEGM,0,1,0,0.5,0,0.5,SAR324,93.54,MAG
MALA_SAMN05422195_METAG_LPGNDHKG,0,0,0,0,0,0,Chloroflexota,95.7,MAG
MALA_SAMN05422166_METAG_DFMOJGGE,0,0,0,0,0,0,Chloroflexota,95.15,MAG
MALA_SAMN05422117_METAG_DMDBIJPP,0,0,0,0,0,0,Gamma-Other,89.32,MAG
MALA_SAMN05422117_METAG_LMAINAON,0,0,0,0,0,0,Chloroflexota,81.77,MAG
MALA_SAMN05421660_METAG_NBPLHFIP,0,0,0,0,0,0,Chloroflexota,96.01,MAG
MALA_SAMN05422111_METAG_DGLIOKAD,0,0,0,0,0,0,Alpha-Other,78.71,MAG
MALA_SAMN05422111_METAG_PJKHLEIK,0,0,0,0,0,0,Chloroflexota,95.7,MAG
MALA_SAMN05422111_METAG_EMNDHGAM,0,0,0,0,0,0,Gamma-Other,92.07,MAG
MALA_SAMN05421913_METAG_FEOEAFNE,0,0,0,0,0,0,Gamma-Other,92.8,MAG
MALA_SAMN05421901_METAG_DMLDKPEN,0,0,0,0,0,0,Chloroflexota,95.56,MAG
MALA_SAMN05422138_METAG_DFBCMAIG,0,0,0,0,0,0,Chloroflexota,94.54,MAG
MALA_SAMN05422107_METAG_PBCECJKK,0,0,0,0,0,0,Chloroflexota,95.06,MAG
MALA_SAMN05422120_METAG_BOFCDAAO,0,0,0,0,0,0,Gamma-Other,84.86,MAG
MALA_SAMN05422152_METAG_NNFJJNIN,0,0,0,0,0,0,Chloroflexota,95.2,MAG
MALA_SAMN05422171_METAG_IPGIMLOF,0,0,0,0,0,0,Chloroflexota,96.06,MAG
MALA_SAMN05422192_METAG_OKDKCHDL,0,0,0,0,0,0,Chloroflexota,95.2,MAG
MALA_SAMN05421555_METAG_HGMEDINM,1,1,0,1,0,1,Alpha-Rhodobacter,95.3,MAG
MALA_SAMN05422110_METAG_OODCIIBH,0,0,0,0,0,0,Gamma-Other,95.98,MAG
MALA_SAMN05422143_METAG_IFLBMKFN,0,1,0,0.5,0,0.5,SAR324,88.73,MAG
MALA_SAMN05422191_METAG_MJFFLHCL,0,0,0,0,0,0,Gamma-Other,97.39,MAG
MALA_SAMN05422169_METAG_NMKAJFHO,0,0,0,0,0,0,Gamma-Other,99.04,MAG
MALA_SAMN05422128_METAG_NBJKAMMF,0,0,0,0,0,0,Chloroflexota,94.04,MAG
MALA_SAMN05422114_METAG_NAJFPNCO,0,0,0,0,0,0,Gamma-Other,98.87,MAG
TARA_SAMN05326644_METAG_PON00004,0,0,0,0,0,0,Gamma-Other,93.76,MAG
TARA_SAMEA2623390_METAG_JOLOLJPI,0,0,0,0,0,0,Archaea-Other,76.84,MAG
TARA_SAMN05326645_METAG_PSE00018,0,0,0,0,0,0,Bacteroidota,97.36,MAG
TARA_SAMN05326645_METAG_PSE00019,0,0,0,0,0,0,Alpha-Other,98.41,MAG
TARA_SAMN05326645_METAG_PSE00022,0,0,0,0,0,0,Gamma-Other,93.56,MAG
TARA_SAMN05326645_METAG_PSE00026,0,0,0,0,0,0,Gamma-Other,99.28,MAG
TARA_SAMN05326645_METAG_PSE00042,0,1,0,0.5,0,0.5,Gamma-Other,90.24,MAG
TARA_SAMN05326645_METAG_PSE00083,0,0,0,0,0,0,Bacteroidota,86.01,MAG
TARA_SAMN05326646_METAG_PSW00019,0,0,0,0,0,0,Gamma-Other,92.96,MAG
TARA_SAMN05326646_METAG_PSW00037,0,0,0,0,0,0,Gamma-Other,88.95,MAG
TARA_SAMN05326646_METAG_PSW00040,0,0,0,0,0,0,Alpha-Other,94.98,MAG
TARA_SAMN05326646_METAG_PSW00046,0,0,0,0,0,0,Alpha-Other,94.6,MAG
TARA_SAMN05326646_METAG_PSW00084,0,1,1,0.5,1,1,Alpha-Other,83.34,MAG
TARA_SAMN05326647_METAG_ION00002,0,0,0,0,0,0,Alpha-Other,99.16,MAG
TARA_SAMN05326647_METAG_ION00012,0,0,0,0,0,0,Cyano-Pro,90.46,MAG
TARA_SAMN05326647_METAG_ION00032,0,0,0,0,0,0,Gamma-Other,88.22,MAG
TARA_SAMN05326647_METAG_ION00058,0,0,0,0,0,0,Gamma-Other,84.28,MAG
TARA_SAMN05326648_METAG_IOS00003,0,0,0,0,0,0,Alpha-Other,98.95,MAG
TARA_SAMN05326651_METAG_RED00020,0,0,0,0,0,0,Planctomycetota,97,MAG
TARA_SAMN05326651_METAG_RED00060,0,0,1,0,1,1,Gamma-Other,76.85,MAG
TARA_SAMN05326651_METAG_RED00093,0,0,0,0,0,0,Planctomycetota,86.39,MAG
TARA_SAMN05326651_METAG_RED00109,0,0,1,0,1,1,Alpha-Other,80.78,MAG
TARA_SAMN05326640_METAG_ANE00004,0,0,0,0,0,0,Bacteroidota,94.27,MAG
TARA_SAMN05326640_METAG_ANE00009,1,1,0,1,0,1,Alpha-Other,97.41,MAG
TARA_SAMN05326640_METAG_ANE00046,0,0,0,0,0,0,Gamma-Other,75.4,MAG
TARA_SAMN05326641_METAG_ANW00009,0,0,1,0,1,1,Gamma-Other,96.6,MAG
TARA_SAMN05326642_METAG_ASE00002,0,0,0,0,0,0,Bacteria-Other,93.42,MAG
GORG_SAMEA6070082_SAGS_AG894B21,0,0,0,0,0,0,Cyano-Pro,85.11,SAG
GORG_SAMEA6070105_SAGS_AG894D05,0,0,0,0,0,0,Cyano-Pro,77.77,SAG
GORG_SAMEA6070242_SAGS_AG894O05,0,0,0,0,0,0,Cyano-Pro,86.48,SAG
GORG_SAMEA6070245_SAGS_AG894O08,0,0,0,0,0,0,Cyano-Pro,81.06,SAG
GORG_SAMEA6076212_SAGS_AG422C15,0,0,0,0,0,0,Cyano-Pro,91.94,SAG
GORG_SAMEA6070424_SAGS_AG895M21,0,0,0,0,0,0,Cyano-Pro,84.98,SAG
GORG_SAMEA6075558_SAGS_AG404O15,0,0,0,0,0,0,Cyano-Pro,81.92,SAG
GORG_SAMEA6080221_SAGS_AG439B13,0,0,0,0,0,0,Cyano-Other,79.96,SAG
GORG_SAMEA6074009_SAGS_AG915K06,0,0,0,0,0,0,Cyano-Pro,90.4,SAG
GORG_SAMEA6074058_SAGS_AG915N20,0,0,0,0,0,0,Cyano-Pro,76.56,SAG
GORG_SAMEA6074980_SAGS_AG920J16,0,0,0,0,0,0,Cyano-Pro,85.92,SAG
GORG_SAMEA6075412_SAGS_AG404D14,0,0,0,0,0,0,Cyano-Pro,88.96,SAG
GORG_SAMEA6076323_SAGS_AG422K10,0,0,0,0,0,0,Cyano-Pro,90.39,SAG
GORG_SAMEA6076325_SAGS_AG422K13,0,0,0,0,0,0,Cyano-Pro,85.23,SAG
GORG_SAMEA6069965_SAGS_AG893J23,0,0,0,0,0,0,Cyano-Pro,95.44,SAG
GORG_SAMEA6069969_SAGS_AG893K05,0,0,0,0,0,0,Cyano-Pro,96.93,SAG
GORG_SAMEA6071176_SAGS_AG899M13,0,0,0,0,0,0,Cyano-Pro,84.46,SAG
GORG_SAMEA6073626_SAGS_AG913N17,0,0,0,0,0,0,Cyano-Pro,85.96,SAG
GORG_SAMEA6069676_SAGS_AG892C17,0,0,0,0,0,0,Cyano-Pro,77.91,SAG
GORG_SAMEA6074791_SAGS_AG919J11,0,0,0,0,0,0,Cyano-Pro,95.75,SAG
GORG_SAMEA6073862_SAGS_AG914P03,0,0,0,0,0,0,Cyano-Pro,81,SAG
TARA_SAMEA2619970_METAG_ICCPPBJG,0,0,0,0,0,0,Archaea-Other,94.15,MAG
GORG_SAMEA6068369_SAGS_AH321P05,0,0,0,0,0,0,Cyano-Pro,75.01,SAG
GORG_SAMEA6067916_SAGS_AH287O17,0,0,0,0,0,0,Cyano-Pro,77.83,SAG
GORG_SAMEA6068285_SAGS_AH321J17,0,0,0,0,0,0,Cyano-Pro,81.47,SAG
MARD_SAMN08886326_SAGS_MMP08886326,0,0,0,0,0,0,Cyano-Pro,96.48,SAG
MARD_SAMN08886329_SAGS_MMP08886329,0,0,0,0,0,0,Cyano-Pro,95.42,SAG
MARD_SAMN08886338_SAGS_MMP08886338,0,0,0,0,0,0,Cyano-Pro,80.34,SAG
MARD_SAMN08886367_SAGS_MMP08886367,0,0,0,0,0,0,Cyano-Pro,80.22,SAG
MARD_SAMN08886375_SAGS_MMP08886375,0,0,0,0,0,0,Cyano-Other,96.39,SAG
MARD_SAMN08886389_SAGS_MMP08886389,0,0,0,0,0,0,Cyano-Pro,77.13,SAG
MARD_SAMN08886390_SAGS_MMP08886390,0,0,0,0,0,0,Cyano-Pro,86.78,SAG
MARD_SAMN08886397_SAGS_MMP08886397,0,0,0,0,0,0,Cyano-Pro,85.9,SAG
MARD_SAMN08886409_SAGS_MMP08886409,0,0,0,0,0,0,Cyano-Pro,82.22,SAG
MARD_SAMN08886410_SAGS_MMP08886410,0,0,0,0,0,0,Cyano-Pro,76.62,SAG
MARD_SAMN08886414_SAGS_MMP08886414,0,0,0,0,0,0,Cyano-Pro,91.66,SAG
MARD_SAMN08886421_SAGS_MMP08886421,0,0,0,0,0,0,Cyano-Pro,98.18,SAG
MARD_SAMN08886423_SAGS_MMP08886423,0,0,0,0,0,0,Cyano-Pro,77.1,SAG
MARD_SAMN08886426_SAGS_MMP08886426,0,0,0,0,0,0,Cyano-Pro,89.66,SAG
MARD_SAMN08886443_SAGS_MMP08886443,0,0,0,0,0,0,Cyano-Pro,88.1,SAG
MARD_SAMN08886451_SAGS_MMP08886451,0,0,0,0,0,0,Cyano-Pro,88.66,SAG
MARD_SAMN08886492_SAGS_MMP08886492,0,0,0,0,0,0,Cyano-Pro,89.5,SAG
MARD_SAMN08886504_SAGS_MMP08886504,0,0,0,0,0,0,Cyano-Pro,77.88,SAG
MARD_SAMN08886513_SAGS_MMP08886513,0,0,0,0,0,0,Cyano-Pro,90.4,SAG
MARD_SAMN08886514_SAGS_MMP08886514,0,0,0,0,0,0,Cyano-Pro,96.44,SAG
MARD_SAMN08886515_SAGS_MMP08886515,0,0,0,0,0,0,Cyano-Pro,95.65,SAG
MARD_SAMN08886529_SAGS_MMP08886529,0,0,0,0,0,0,Cyano-Pro,76.5,SAG
MARD_SAMN08886587_SAGS_MMP08886587,0,0,0,0,0,0,Cyano-Pro,75.79,SAG
MARD_SAMN08886595_SAGS_MMP08886595,0,0,0,0,0,0,Cyano-Pro,86.05,SAG
MARD_SAMN08886599_SAGS_MMP08886599,0,0,0,0,0,0,Cyano-Pro,82.92,SAG
MARD_SAMN08886136_SAGS_MMP08886136,0,0,0,0,0,0,Cyano-Pro,91.52,SAG
MARD_SAMN08886137_SAGS_MMP08886137,0,0,0,0,0,0,Cyano-Pro,88.52,SAG
MARD_SAMN08886138_SAGS_MMP08886138,0,0,0,0,0,0,Cyano-Pro,86.78,SAG
MARD_SAMN08886141_SAGS_MMP08886141,0,0,0,0,0,0,Cyano-Pro,95.44,SAG
MARD_SAMN08886143_SAGS_MMP08886143,0,0,0,0,0,0,Cyano-Pro,92.36,SAG
MARD_SAMN08886144_SAGS_MMP08886144,0,0,0,0,0,0,Cyano-Pro,93.72,SAG
MARD_SAMN08886148_SAGS_MMP08886148,0,0,0,0,0,0,Cyano-Pro,78.32,SAG
MARD_SAMN08886150_SAGS_MMP08886150,0,0,0,0,0,0,Cyano-Pro,91.84,SAG
MARD_SAMN08886151_SAGS_MMP08886151,0,0,0,0,0,0,Cyano-Pro,90.66,SAG
MARD_SAMN08886152_SAGS_MMP08886152,0,0,0,0,0,0,Cyano-Pro,93.18,SAG
MARD_SAMN08886154_SAGS_MMP08886154,0,0,0,0,0,0,Cyano-Pro,82.34,SAG
MARD_SAMN08886155_SAGS_MMP08886155,0,0,0,0,0,0,Cyano-Pro,85.19,SAG
MARD_SAMN08886158_SAGS_MMP08886158,0,0,0,0,0,0,Cyano-Pro,94.35,SAG
MARD_SAMN08886159_SAGS_MMP08886159,0,0,0,0,0,0,Cyano-Pro,93.24,SAG
MARD_SAMN08886160_SAGS_MMP08886160,0,0,0,0,0,0,Cyano-Pro,94.8,SAG
MARD_SAMN08886161_SAGS_MMP08886161,0,0,0,0,0,0,Cyano-Pro,91.36,SAG
MARD_SAMN08886173_SAGS_MMP08886173,0,0,0,0,0,0,Cyano-Pro,84.64,SAG
MARD_SAMN08886174_SAGS_MMP08886174,0,0,0,0,0,0,Cyano-Pro,83.18,SAG
MARD_SAMN08886175_SAGS_MMP08886175,0,0,0,0,0,0,Cyano-Pro,91.2,SAG
MARD_SAMN08886176_SAGS_MMP08886176,0,0,0,0,0,0,Cyano-Pro,87.41,SAG
MARD_SAMN08886178_SAGS_MMP08886178,0,0,0,0,0,0,Cyano-Pro,88.42,SAG
MARD_SAMN08886190_SAGS_MMP08886190,0,0,0,0,0,0,Cyano-Pro,81.41,SAG
MARD_SAMN08886193_SAGS_MMP08886193,0,0,0,0,0,0,Cyano-Pro,81.59,SAG
MARD_SAMN08886195_SAGS_MMP08886195,0,0,0,0,0,0,Cyano-Pro,91.64,SAG
MARD_SAMN08886201_SAGS_MMP08886201,0,0,0,0,0,0,Cyano-Pro,75.3,SAG
MARD_SAMN08886203_SAGS_MMP08886203,0,0,0,0,0,0,Cyano-Pro,93.62,SAG
MARD_SAMN08886205_SAGS_MMP08886205,0,0,0,0,0,0,Cyano-Pro,88.04,SAG
MARD_SAMN08886209_SAGS_MMP08886209,0,0,0,0,0,0,Cyano-Pro,92.76,SAG
MARD_SAMN08886211_SAGS_MMP08886211,0,0,0,0,0,0,Cyano-Pro,93.43,SAG
MARD_SAMN08886212_SAGS_MMP08886212,0,0,0,0,0,0,Cyano-Pro,92.77,SAG
MARD_SAMN08886217_SAGS_MMP08886217,0,0,0,0,0,0,Cyano-Pro,95.15,SAG
MARD_SAMN08886221_SAGS_MMP08886221,0,0,0,0,0,0,Cyano-Pro,90.79,SAG
MARD_SAMN08886223_SAGS_MMP08886223,0,0,0,0,0,0,Cyano-Pro,89.81,SAG
MARD_SAMN08886224_SAGS_MMP08886224,0,0,0,0,0,0,Cyano-Pro,86.43,SAG
MARD_SAMN08886235_SAGS_MMP08886235,0,0,0,0,0,0,Cyano-Other,77.41,SAG
MARD_SAMN08886237_SAGS_MMP08886237,0,0,0,0,0,0,Cyano-Pro,76.28,SAG
MARD_SAMN08886238_SAGS_MMP08886238,0,0,0,0,0,0,Cyano-Pro,93.82,SAG
MARD_SAMN08886269_SAGS_MMP08886269,0,0,0,0,0,0,Cyano-Pro,89.49,SAG
MARD_SAMN08886270_SAGS_MMP08886270,0,0,0,0,0,0,Cyano-Pro,88.41,SAG
MARD_SAMN08886271_SAGS_MMP08886271,0,0,0,0,0,0,Cyano-Pro,83.76,SAG
MARD_SAMN08886272_SAGS_MMP08886272,0,0,0,0,0,0,Cyano-Pro,84.22,SAG
MARD_SAMN08886273_SAGS_MMP08886273,0,0,0,0,0,0,Cyano-Pro,98.38,SAG
MARD_SAMN08886274_SAGS_MMP08886274,0,0,0,0,0,0,Cyano-Pro,88.49,SAG
MARD_SAMN08886275_SAGS_MMP08886275,0,0,0,0,0,0,Cyano-Pro,95.84,SAG
MARD_SAMN08886291_SAGS_MMP08886291,0,0,0,0,0,0,Cyano-Pro,80.04,SAG
MARD_SAMN08886292_SAGS_MMP08886292,0,0,0,0,0,0,Cyano-Pro,86.82,SAG
MARD_SAMN08886294_SAGS_MMP08886294,0,0,0,0,0,0,Cyano-Pro,92.77,SAG
MARD_SAMN08886298_SAGS_MMP08886298,0,0,0,0,0,0,Cyano-Pro,89.14,SAG
MARD_SAMN08886301_SAGS_MMP08886301,0,0,0,0,0,0,Cyano-Pro,87.14,SAG
MARD_SAMN08886302_SAGS_MMP08886302,0,0,0,0,0,0,Cyano-Pro,86.95,SAG
MARD_SAMN08886304_SAGS_MMP08886304,0,0,0,0,0,0,Cyano-Pro,90.26,SAG
MARD_SAMN08886309_SAGS_MMP08886309,0,0,0,0,0,0,Cyano-Pro,81.74,SAG
MARD_SAMN08886310_SAGS_MMP08886310,0,0,0,0,0,0,Cyano-Pro,94.82,SAG
MARD_SAMN08886316_SAGS_MMP08886316,0,0,0,0,0,0,Cyano-Pro,95,SAG
MARD_SAMN08886317_SAGS_MMP08886317,0,0,0,0,0,0,Cyano-Pro,87.22,SAG
MARD_SAMN08886318_SAGS_MMP08886318,0,0,0,0,0,0,Cyano-Pro,87.4,SAG
MARD_SAMN06134493_REFG_MMP06134493,0,0,0,0,0,0,Gamma-Other,98.82,RefGenome
MARD_SAMN08469618_REFG_MMP08469618,1,0,0,0.5,0,0.5,Firmicutes,99.67,RefGenome
MARD_SAMN08954522_REFG_MMP08954522,0,0,0,0,0,0,Bacteroidota,98.95,RefGenome
MARD_SAMN09230410_REFG_MMP09230410,0,0,0,0,0,0,Gamma-Other,100,RefGenome
MARD_SAMN05418161_REFG_MMP05418161,0,0,0,0,0,0,Gamma-Other,99.47,RefGenome
MARD_SAMN06090799_REFG_MMP06090799,0,0,0,0,0,0,Verrucomicrobiota,98.15,RefGenome
MARD_SAMN06091621_REFG_MMP06091621,0,0,0,0,0,0,Bacteroidota,97.62,RefGenome
MARD_SAMN06299117_REFG_MMP06299117,1,0,1,0.5,1,1,Gamma-Other,98.82,RefGenome
MARD_SAMN07786985_REFG_MMP07786985,0,0,0,0,0,0,Bacteroidota,99.36,RefGenome
MARD_SAMN08886637_SAGS_MMP08886637,0,0,0,0,0,0,Cyano-Pro,81.34,SAG
MARD_SAMN08886640_SAGS_MMP08886640,0,0,0,0,0,0,Cyano-Pro,99.15,SAG
MARD_SAMN08886642_SAGS_MMP08886642,0,0,0,0,0,0,Cyano-Pro,77.28,SAG
MARD_SAMN08886643_SAGS_MMP08886643,0,0,0,0,0,0,Cyano-Pro,76.5,SAG
MARD_SAMN09010082_REFG_MMP09010082,0,0,0,0,0,0,Gamma-Other,99.82,RefGenome
MARD_SAMN09205228_REFG_MMP09205228,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.06,RefGenome
MARD_SAMN09228104_REFG_MMP09228104,0,0,0,0,0,0,Alpha-Rhodobacter,99.85,RefGenome
MARD_SAMEA4019367_REFG_MMP4019367,0,0,0,0,0,0,Gamma-Other,100,RefGenome
MARD_SAMN02745181_REFG_MMP02745181,0,0,0,0,0,0,Verrucomicrobiota,97.5,RefGenome
MARD_SAMN03080610_REFG_MMP03080610,0,0,0,0,0,0,Alpha-Other,99.34,RefGenome
MARD_SAMN03892967_REFG_MMP03892967,1,1,0,1,0,1,Alpha-Rhodobacter,99.16,RefGenome
MARD_SAMN04320394_REFG_MMP04320394,0,0,0,0,0,0,Gamma-Other,98.16,RefGenome
MARD_SAMN04507564_REFG_MMP04507564,0,0,0,0,0,0,Gamma-Other,98.52,RefGenome
MARD_SAMN04965935_REFG_MMP04965935,0,0,1,0,1,1,Alpha-Other,99.06,RefGenome
MARD_SAMN05225367_REFG_MMP05225367,0,0,0,0,0,0,Gamma-Other,99.96,RefGenome
MARD_SAMN05567582_REFG_MMP05567582,0,0,0,0,0,0,Bacteroidota,97.22,RefGenome
MARD_SAMN05578452_REFG_MMP05578452,0,0,0,0,0,0,Gamma-Alteromonas,99.64,RefGenome
MARD_SAMN05660479_REFG_MMP05660479,0,0,0,0,0,0,Gamma-Other,99.57,RefGenome
MARD_SAMN05660830_REFG_MMP05660830,1,0,0,0.5,0,0.5,Bacteria-Other,98.92,RefGenome
MARD_SAMN06109290_REFG_MMP06109290,1,0,0,0.5,0,0.5,Gamma-Other,100,RefGenome
MARD_SAMN06109310_REFG_MMP06109310,1,0,0,0.5,0,0.5,Gamma-Other,100,RefGenome
MARD_SAMD00000449_REFG_MMP00000449,0,0,0,0,0,0,Bacteroidota,97.25,RefGenome
MARD_SAMD00008912_REFG_MMP00008912,0,0,1,0,1,1,Alpha-Other,99.2,RefGenome
MARD_SAMD00036772_REFG_MMP00036772,0,0,0,0,0,0,Cyano-Other,98.65,RefGenome
MARD_SAMD00041794_REFG_MMP00041794,0,0,0,0,0,0,Gamma-Other,97.65,RefGenome
MARD_SAMD00046480_REFG_MMP00046480,0,0,0,0,0,0,Actinobacteriota,99.06,RefGenome
MARD_SAMD00049912_REFG_MMP00049912,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.13,RefGenome
MARD_SAMEA2272636_REFG_MMP2272636,0,0,0,0,0,0,Gamma-Other,99.94,RefGenome
MARD_SAMN02470816_REFG_MMP02470816,0,0,0,0,0,0,Gamma-Other,100,RefGenome
TARA_SAMEA2619970_METAG_JFBHGPEN,0,0,0,0,0,0,Archaea-Other,93.39,MAG
TARA_SAMEA2619970_METAG_EMLGDMDF,0,0,0,0,0,0,Archaea-Other,87.5,MAG
TARA_SAMEA2619970_METAG_FCBJNKBN,0,0,0,0,0,0,Archaea-Other,86.55,MAG
MARD_SAMD00017310_REFG_MMP00017310,0,0,0,0,0,0,Gamma-Other,97.1,RefGenome
MARD_SAMD00017312_REFG_MMP00017312,0,0,0,0,0,0,Gamma-Other,96.06,RefGenome
MARD_SAMD00019143_REFG_MMP00019143,0,0,0,0,0,0,Gamma-Other,100,RefGenome
MARD_SAMD00036600_REFG_MMP00036600,0,0,0,0,0,0,Gamma-Other,100,RefGenome
